timestep	evaders	pursuers	evader_capture_status
400	[[25, 9], [20, 14], [26, 38], [24, 19], [30, 17], [35, 39], [5, 32], [29, 12], [17, 38], [8, 7], [35, 5], [13, 11], [4, 18], [8, 14], [8, 23], [5, 9], [34, 19], [30, 5], [35, 23], [24, 13], [18, 24], [15, 6], [33, 33], [20, 4], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[36, 39], [35, 25], [27, 38], [34, 39], [18, 38], [36, 39], [19, 15], [33, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
401	[[25, 8], [21, 14], [25, 38], [25, 19], [30, 16], [34, 39], [5, 33], [29, 11], [16, 38], [9, 7], [34, 5], [12, 11], [5, 18], [9, 14], [8, 22], [5, 10], [34, 20], [30, 6], [34, 23], [25, 13], [18, 25], [14, 6], [33, 34], [20, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[35, 39], [35, 24], [26, 38], [34, 38], [17, 38], [35, 39], [20, 15], [33, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
402	[[25, 7], [21, 13], [24, 38], [26, 19], [31, 16], [33, 39], [4, 33], [29, 10], [15, 38], [8, 7], [34, 4], [13, 11], [4, 18], [8, 14], [7, 22], [4, 10], [34, 19], [30, 5], [33, 23], [25, 12], [17, 25], [14, 5], [32, 34], [20, 4], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[36, 39], [35, 23], [25, 38], [33, 38], [16, 38], [36, 39], [21, 15], [33, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
403	[[25, 6], [21, 12], [23, 38], [27, 19], [31, 15], [32, 39], [5, 33], [29, 9], [14, 38], [9, 7], [34, 5], [13, 12], [5, 18], [8, 15], [7, 23], [5, 10], [33, 19], [30, 4], [32, 23], [26, 12], [17, 26], [13, 5], [31, 34], [20, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[35, 39], [35, 22], [24, 38], [33, 39], [15, 38], [35, 39], [22, 15], [32, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
404	[[26, 6], [20, 12], [22, 38], [27, 20], [30, 15], [31, 39], [4, 33], [30, 9], [13, 38], [9, 8], [34, 6], [13, 11], [4, 18], [9, 15], [8, 23], [5, 9], [33, 18], [30, 5], [31, 23], [26, 13], [16, 26], [13, 4], [31, 33], [19, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[36, 39], [34, 22], [23, 38], [32, 39], [14, 38], [36, 39], [23, 15], [31, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
405	[[26, 5], [19, 12], [21, 38], [28, 20], [30, 14], [30, 39], [5, 33], [31, 9], [12, 38], [9, 7], [35, 6], [14, 11], [5, 18], [9, 16], [8, 22], [4, 9], [33, 17], [30, 4], [30, 23], [26, 12], [15, 26], [13, 5], [32, 33], [18, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[37, 39], [34, 21], [22, 38], [31, 39], [13, 38], [37, 39], [24, 15], [31, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
406	[[26, 4], [19, 11], [20, 38], [29, 20], [30, 13], [29, 39], [4, 33], [30, 9], [12, 37], [8, 7], [34, 6], [13, 11], [4, 18], [10, 16], [8, 23], [5, 9], [33, 16], [30, 5], [30, 24], [26, 11], [15, 27], [13, 6], [32, 34], [19, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[36, 39], [34, 20], [21, 38], [30, 39], [12, 38], [36, 39], [25, 15], [32, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
407	[[26, 5], [18, 11], [19, 38], [29, 21], [30, 12], [28, 39], [5, 33], [30, 8], [13, 37], [9, 7], [35, 6], [13, 12], [5, 18], [11, 16], [8, 22], [4, 9], [33, 15], [30, 4], [30, 25], [26, 10], [15, 26], [13, 5], [31, 34], [20, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[36, 38], [34, 19], [20, 38], [29, 39], [12, 37], [35, 39], [25, 14], [32, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
408	[[26, 4], [19, 11], [18, 38], [28, 21], [31, 12], [27, 39], [4, 33], [30, 7], [14, 37], [8, 7], [34, 6], [13, 11], [4, 18], [11, 17], [7, 22], [5, 9], [33, 14], [30, 5], [30, 26], [26, 9], [15, 27], [12, 5], [31, 33], [20, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[36, 37], [34, 18], [19, 38], [28, 39], [13, 37], [34, 39], [25, 13], [31, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
409	[[26, 5], [19, 10], [18, 37], [27, 21], [31, 11], [26, 39], [5, 33], [31, 7], [14, 38], [9, 7], [35, 6], [12, 11], [5, 18], [11, 16], [8, 22], [4, 9], [33, 13], [30, 4], [30, 27], [26, 8], [14, 27], [12, 4], [31, 32], [19, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[35, 37], [34, 17], [18, 38], [27, 39], [14, 37], [35, 39], [25, 12], [31, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
410	[[26, 4], [19, 9], [19, 37], [27, 22], [30, 11], [25, 39], [5, 32], [32, 7], [13, 38], [8, 7], [34, 6], [11, 11], [4, 18], [10, 16], [8, 23], [5, 9], [34, 13], [30, 5], [29, 27], [26, 7], [14, 28], [12, 5], [32, 32], [19, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[35, 36], [34, 16], [18, 37], [26, 39], [14, 38], [36, 39], [25, 11], [31, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
411	[[26, 5], [19, 10], [20, 37], [26, 22], [31, 11], [24, 39], [4, 32], [32, 8], [12, 38], [8, 6], [35, 6], [10, 11], [5, 18], [9, 16], [8, 22], [4, 9], [34, 12], [29, 5], [29, 26], [25, 7], [14, 29], [12, 4], [32, 33], [19, 4], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[34, 36], [34, 15], [19, 37], [25, 39], [13, 38], [37, 39], [26, 11], [32, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
412	[[26, 4], [19, 9], [21, 37], [25, 22], [32, 11], [23, 39], [5, 32], [31, 8], [11, 38], [7, 6], [34, 6], [10, 10], [4, 18], [8, 16], [7, 22], [5, 9], [35, 12], [29, 4], [30, 26], [24, 7], [13, 29], [12, 5], [31, 33], [19, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[33, 36], [34, 14], [20, 37], [24, 39], [12, 38], [37, 38], [26, 10], [32, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
413	[[26, 5], [19, 10], [21, 36], [26, 22], [31, 11], [23, 38], [4, 32], [30, 8], [10, 38], [7, 5], [35, 6], [11, 10], [5, 18], [9, 16], [7, 23], [4, 9], [35, 11], [29, 5], [29, 26], [23, 7], [12, 29], [13, 5], [30, 33], [18, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[32, 36], [34, 13], [21, 37], [23, 39], [11, 38], [36, 38], [26, 9], [31, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
414	[[26, 4], [20, 10], [21, 35], [25, 22], [31, 10], [24, 38], [5, 32], [30, 7], [9, 38], [6, 5], [34, 6], [10, 10], [4, 18], [9, 15], [7, 22], [5, 9], [35, 10], [29, 4], [29, 25], [22, 7], [11, 29], [13, 6], [30, 32], [17, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[31, 36], [34, 12], [21, 36], [23, 38], [10, 38], [37, 38], [26, 8], [30, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
415	[[26, 5], [20, 11], [21, 34], [25, 23], [30, 10], [25, 38], [4, 32], [30, 6], [8, 38], [6, 6], [34, 5], [11, 10], [5, 18], [9, 14], [7, 23], [5, 10], [35, 9], [29, 5], [30, 25], [22, 6], [12, 29], [13, 5], [31, 32], [17, 4], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[30, 36], [34, 11], [21, 35], [24, 38], [9, 38], [36, 38], [27, 8], [30, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
416	[[25, 5], [19, 11], [21, 33], [25, 24], [31, 10], [25, 39], [5, 32], [31, 6], [7, 38], [7, 6], [34, 4], [10, 10], [4, 18], [9, 15], [7, 22], [5, 11], [35, 8], [29, 4], [29, 25], [21, 6], [12, 28], [13, 4], [32, 32], [17, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[29, 36], [34, 10], [21, 34], [25, 38], [8, 38], [35, 38], [28, 8], [31, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
417	[[25, 4], [18, 11], [22, 33], [24, 24], [31, 11], [24, 39], [5, 31], [31, 5], [6, 38], [6, 6], [35, 4], [10, 9], [5, 18], [9, 16], [6, 22], [4, 11], [36, 8], [28, 4], [30, 25], [22, 6], [11, 28], [13, 5], [33, 32], [17, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[28, 36], [34, 9], [21, 33], [25, 39], [7, 38], [34, 38], [29, 8], [32, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
418	[[25, 5], [19, 11], [22, 34], [23, 24], [31, 12], [23, 39], [5, 30], [31, 4], [5, 38], [7, 6], [34, 4], [11, 9], [4, 18], [9, 15], [7, 22], [5, 11], [36, 7], [27, 4], [30, 26], [22, 5], [11, 29], [12, 5], [34, 32], [18, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[27, 36], [35, 9], [22, 33], [24, 39], [6, 38], [35, 38], [29, 7], [33, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
419	[[25, 6], [19, 12], [21, 34], [22, 24], [31, 13], [22, 39], [4, 30], [31, 5], [4, 38], [6, 6], [35, 4], [12, 9], [5, 18], [9, 16], [7, 23], [4, 11], [36, 6], [26, 4], [30, 25], [22, 4], [11, 30], [12, 4], [34, 33], [18, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[26, 36], [35, 8], [22, 34], [23, 39], [5, 38], [35, 37], [29, 6], [34, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
420	[[25, 7], [18, 12], [21, 33], [21, 24], [31, 14], [21, 39], [5, 30], [31, 4], [4, 37], [5, 6], [34, 4], [13, 9], [4, 18], [9, 15], [7, 22], [3, 11], [36, 5], [27, 4], [29, 25], [22, 5], [10, 30], [12, 5], [33, 33], [18, 4], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[26, 37], [35, 7], [21, 34], [22, 39], [4, 38], [34, 37], [30, 6], [34, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
421	[[25, 8], [19, 12], [22, 33], [21, 23], [30, 14], [20, 39], [5, 31], [32, 4], [5, 37], [4, 6], [33, 4], [14, 9], [5, 18], [9, 14], [7, 21], [4, 11], [36, 4], [26, 4], [28, 25], [21, 5], [10, 29], [11, 5], [32, 33], [18, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[25, 37], [35, 6], [21, 33], [21, 39], [4, 37], [33, 37], [30, 5], [33, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
422	[[26, 8], [19, 13], [22, 34], [21, 24], [30, 15], [19, 39], [4, 31], [32, 3], [6, 37], [5, 6], [33, 5], [14, 10], [5, 19], [8, 14], [6, 21], [5, 11], [37, 4], [26, 5], [28, 26], [21, 4], [11, 29], [10, 5], [31, 33], [17, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[26, 37], [35, 5], [22, 33], [20, 39], [5, 37], [32, 37], [31, 5], [32, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
423	[[25, 8], [18, 13], [21, 34], [21, 23], [31, 15], [18, 39], [5, 31], [32, 2], [7, 37], [4, 6], [33, 6], [14, 9], [5, 18], [9, 14], [7, 21], [5, 10], [38, 4], [26, 4], [27, 26], [21, 5], [10, 29], [10, 6], [30, 33], [18, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[27, 37], [36, 5], [22, 34], [19, 39], [6, 37], [31, 37], [31, 4], [31, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
424	[[26, 8], [18, 14], [21, 33], [20, 23], [30, 15], [17, 39], [5, 32], [33, 2], [8, 37], [5, 6], [33, 7], [15, 9], [5, 17], [9, 13], [7, 22], [6, 10], [37, 4], [26, 5], [28, 26], [21, 4], [10, 28], [9, 6], [30, 32], [17, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[26, 37], [37, 5], [21, 34], [18, 39], [7, 37], [32, 37], [31, 3], [30, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
425	[[25, 8], [18, 15], [22, 33], [19, 23], [29, 15], [16, 39], [5, 31], [34, 2], [9, 37], [4, 6], [33, 8], [15, 10], [4, 17], [9, 12], [7, 22], [7, 10], [36, 4], [27, 5], [28, 25], [21, 5], [10, 29], [10, 6], [30, 31], [18, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[25, 37], [37, 4], [21, 33], [17, 39], [8, 37], [33, 37], [32, 3], [30, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
426	[[25, 9], [19, 15], [22, 34], [19, 22], [29, 16], [15, 39], [5, 32], [33, 2], [10, 37], [5, 6], [32, 8], [16, 10], [5, 17], [10, 12], [7, 23], [6, 10], [36, 5], [27, 6], [27, 25], [21, 4], [10, 30], [11, 6], [31, 31], [18, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[26, 37], [36, 4], [22, 33], [16, 39], [9, 37], [32, 37], [33, 3], [30, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
427	[[24, 9], [20, 15], [22, 35], [19, 22], [28, 16], [14, 39], [4, 32], [32, 2], [11, 37], [4, 6], [32, 9], [15, 10], [4, 17], [11, 12], [6, 23], [7, 10], [36, 6], [27, 5], [27, 26], [21, 5], [10, 31], [10, 6], [31, 32], [18, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[25, 37], [36, 5], [22, 34], [15, 39], [10, 37], [31, 37], [33, 2], [31, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
428	[[23, 9], [20, 14], [21, 35], [18, 22], [28, 17], [14, 38], [5, 32], [32, 3], [11, 38], [5, 6], [31, 9], [14, 10], [5, 17], [11, 13], [6, 24], [6, 10], [36, 7], [28, 5], [27, 25], [21, 4], [10, 32], [11, 6], [30, 32], [18, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[24, 37], [36, 6], [22, 35], [14, 39], [11, 37], [30, 37], [32, 2], [31, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
429	[[24, 9], [19, 14], [21, 34], [18, 23], [27, 17], [15, 38], [5, 31], [32, 4], [10, 38], [4, 6], [30, 9], [15, 10], [4, 17], [11, 14], [6, 25], [6, 11], [36, 8], [28, 6], [27, 26], [21, 5], [10, 31], [10, 6], [29, 32], [18, 7], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[23, 37], [36, 7], [21, 35], [14, 38], [11, 38], [29, 37], [32, 3], [30, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
430	[[23, 9], [19, 15], [21, 33], [17, 23], [26, 17], [16, 38], [5, 32], [32, 5], [9, 38], [5, 6], [30, 10], [14, 10], [5, 17], [11, 15], [5, 25], [6, 10], [36, 9], [28, 5], [26, 26], [22, 5], [10, 30], [9, 6], [29, 31], [17, 7], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[23, 36], [36, 8], [21, 34], [15, 38], [10, 38], [28, 37], [32, 4], [29, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
431	[[24, 9], [19, 14], [21, 32], [16, 23], [26, 18], [17, 38], [5, 31], [31, 5], [8, 38], [4, 6], [30, 9], [13, 10], [4, 17], [11, 14], [4, 25], [7, 10], [36, 10], [27, 5], [25, 26], [21, 5], [10, 29], [10, 6], [30, 31], [17, 8], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[22, 36], [36, 9], [21, 33], [16, 38], [9, 38], [27, 37], [32, 5], [29, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
432	[[24, 10], [20, 14], [22, 32], [15, 23], [26, 19], [17, 39], [4, 31], [31, 4], [7, 38], [5, 6], [30, 10], [13, 11], [5, 17], [11, 15], [5, 25], [6, 10], [36, 11], [26, 5], [24, 26], [20, 5], [9, 29], [10, 5], [30, 32], [17, 7], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[21, 36], [36, 10], [21, 32], [17, 38], [8, 38], [28, 37], [31, 5], [30, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
433	[[23, 10], [20, 15], [23, 32], [14, 23], [25, 19], [16, 39], [5, 31], [32, 4], [7, 37], [4, 6], [31, 10], [14, 11], [4, 17], [11, 16], [4, 25], [7, 10], [35, 11], [25, 5], [23, 26], [21, 5], [9, 30], [10, 4], [30, 33], [17, 8], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[20, 36], [36, 11], [22, 32], [17, 39], [7, 38], [27, 37], [31, 4], [30, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
434	[[23, 9], [21, 15], [24, 32], [13, 23], [24, 19], [15, 39], [4, 31], [32, 5], [8, 37], [5, 6], [31, 11], [14, 12], [5, 17], [10, 16], [5, 25], [7, 11], [34, 11], [26, 5], [22, 26], [20, 5], [9, 29], [10, 5], [30, 34], [17, 7], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[19, 36], [35, 11], [23, 32], [16, 39], [7, 37], [26, 37], [32, 4], [30, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
435	[[22, 9], [20, 15], [25, 32], [13, 24], [23, 19], [14, 39], [5, 31], [32, 6], [9, 37], [4, 6], [31, 12], [14, 11], [4, 17], [10, 17], [4, 25], [7, 10], [33, 11], [25, 5], [21, 26], [21, 5], [9, 30], [11, 5], [30, 35], [16, 7], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[18, 36], [34, 11], [24, 32], [15, 39], [8, 37], [25, 37], [32, 5], [30, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
436	[[23, 9], [20, 14], [25, 33], [14, 24], [23, 20], [13, 39], [4, 31], [31, 6], [10, 37], [5, 6], [30, 12], [14, 12], [5, 17], [9, 17], [5, 25], [8, 10], [33, 12], [25, 4], [20, 26], [20, 5], [9, 29], [10, 5], [30, 36], [15, 7], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[17, 36], [33, 11], [25, 32], [14, 39], [9, 37], [24, 37], [32, 6], [30, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
437	[[22, 9], [20, 13], [25, 34], [14, 25], [22, 20], [12, 39], [5, 31], [30, 6], [10, 38], [4, 6], [30, 13], [14, 11], [4, 17], [10, 17], [4, 25], [7, 10], [33, 13], [25, 5], [20, 27], [19, 5], [10, 29], [10, 4], [30, 37], [14, 7], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[16, 36], [33, 12], [25, 33], [13, 39], [10, 37], [23, 37], [31, 6], [30, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
438	[[23, 9], [20, 14], [25, 35], [13, 25], [22, 19], [11, 39], [6, 31], [30, 5], [9, 38], [5, 6], [29, 13], [15, 11], [5, 17], [10, 18], [5, 25], [7, 11], [33, 14], [25, 4], [20, 28], [18, 5], [9, 29], [10, 5], [31, 37], [15, 7], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[15, 36], [33, 13], [25, 34], [12, 39], [10, 38], [24, 37], [30, 6], [30, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
439	[[22, 9], [19, 14], [26, 35], [12, 25], [22, 18], [10, 39], [5, 31], [31, 5], [8, 38], [4, 6], [29, 14], [15, 12], [4, 17], [11, 18], [4, 25], [7, 10], [33, 15], [25, 5], [20, 29], [19, 5], [10, 29], [10, 4], [32, 37], [15, 6], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[14, 36], [33, 14], [25, 35], [11, 39], [9, 38], [23, 37], [30, 5], [31, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
440	[[22, 10], [19, 13], [26, 34], [12, 24], [21, 18], [9, 39], [4, 31], [31, 6], [7, 38], [5, 6], [29, 15], [14, 12], [5, 17], [12, 18], [5, 25], [7, 11], [33, 16], [25, 4], [19, 29], [19, 4], [9, 29], [10, 5], [33, 37], [15, 5], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[13, 36], [33, 15], [26, 35], [10, 39], [8, 38], [23, 38], [31, 5], [32, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
441	[[23, 10], [18, 13], [27, 34], [12, 25], [21, 17], [8, 39], [5, 31], [31, 7], [6, 38], [4, 6], [29, 16], [14, 11], [5, 17], [12, 19], [6, 25], [7, 10], [33, 17], [25, 5], [19, 30], [19, 5], [10, 29], [11, 5], [34, 37], [15, 4], [24, 39], [25, 39], [15, 38], [0, 37], [17, 39], [0, 37]]	[[12, 36], [33, 16], [26, 34], [9, 39], [7, 38], [23, 37], [31, 6], [33, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1]
