timestep	evaders	pursuers	evader_capture_status
102	[[14, 10], [4, 6], [12, 26], [5, 25], [5, 15], [18, 14], [21, 16], [12, 16], [24, 3], [9, 23], [25, 14], [8, 31], [20, 27], [5, 21], [14, 5], [24, 18], [11, 7], [23, 29], [19, 19], [18, 23], [21, 25], [19, 6], [4, 11], [2, 38], [2, 3], [9, 35], [4, 33], [17, 21], [12, 30], [36, 38]]	[[16, 21], [5, 5], [12, 31], [10, 35], [25, 3], [5, 28], [18, 30], [2, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
103	[[14, 11], [4, 7], [12, 25], [5, 24], [6, 15], [17, 14], [22, 16], [11, 16], [23, 3], [10, 23], [26, 14], [8, 32], [20, 26], [4, 21], [14, 4], [23, 18], [12, 7], [24, 29], [20, 19], [19, 23], [22, 25], [20, 6], [4, 10], [2, 37], [1, 3], [8, 35], [5, 33], [18, 21], [13, 30], [36, 38]]	[[17, 21], [4, 5], [12, 30], [9, 35], [24, 3], [5, 27], [19, 30], [2, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
104	[[13, 11], [5, 7], [13, 25], [6, 24], [5, 15], [17, 15], [21, 16], [12, 16], [22, 3], [9, 23], [25, 14], [7, 32], [21, 26], [4, 20], [14, 5], [24, 18], [11, 7], [23, 29], [20, 18], [20, 23], [23, 25], [19, 6], [5, 10], [3, 37], [1, 4], [7, 35], [4, 33], [19, 21], [14, 30], [36, 38]]	[[18, 21], [4, 6], [13, 30], [8, 35], [23, 3], [5, 26], [19, 29], [2, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
105	[[13, 12], [6, 7], [14, 25], [6, 23], [5, 14], [16, 15], [21, 15], [13, 16], [21, 3], [9, 22], [24, 14], [7, 31], [22, 26], [4, 19], [14, 4], [25, 18], [10, 7], [24, 29], [21, 18], [21, 23], [24, 25], [18, 6], [6, 10], [4, 37], [1, 5], [7, 34], [4, 32], [20, 21], [15, 30], [36, 38]]	[[19, 21], [4, 7], [14, 30], [7, 35], [22, 3], [5, 25], [20, 29], [3, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
106	[[12, 12], [7, 7], [13, 25], [6, 22], [4, 14], [16, 14], [21, 14], [12, 16], [20, 3], [9, 21], [23, 14], [8, 31], [23, 26], [4, 18], [14, 5], [24, 18], [11, 7], [25, 29], [22, 18], [22, 23], [25, 25], [18, 7], [7, 10], [4, 36], [1, 6], [8, 34], [4, 31], [21, 21], [16, 30], [36, 38]]	[[20, 21], [5, 7], [15, 30], [7, 34], [21, 3], [5, 24], [21, 29], [4, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
107	[[11, 12], [8, 7], [12, 25], [6, 21], [5, 14], [17, 14], [20, 14], [11, 16], [19, 3], [10, 21], [24, 14], [9, 31], [24, 26], [5, 18], [15, 5], [25, 18], [12, 7], [26, 29], [22, 17], [23, 23], [26, 25], [18, 8], [8, 10], [4, 35], [1, 7], [9, 34], [4, 30], [22, 21], [17, 30], [36, 38]]	[[21, 21], [6, 7], [16, 30], [8, 34], [20, 3], [5, 23], [22, 29], [4, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
108	[[12, 12], [9, 7], [11, 25], [7, 21], [6, 14], [16, 14], [21, 14], [11, 17], [18, 3], [10, 20], [23, 14], [8, 31], [25, 26], [5, 17], [14, 5], [26, 18], [13, 7], [27, 29], [21, 17], [24, 23], [27, 25], [18, 9], [9, 10], [4, 34], [1, 8], [10, 34], [4, 29], [23, 21], [18, 30], [36, 38]]	[[22, 21], [6, 8], [17, 30], [9, 34], [19, 3], [5, 22], [23, 29], [4, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
109	[[12, 11], [9, 6], [12, 25], [8, 21], [7, 14], [15, 14], [20, 14], [10, 17], [17, 3], [10, 21], [24, 14], [8, 30], [26, 26], [4, 17], [13, 5], [27, 18], [14, 7], [28, 29], [20, 17], [25, 23], [28, 25], [18, 10], [10, 10], [4, 33], [1, 9], [11, 34], [5, 29], [24, 21], [19, 30], [36, 38]]	[[23, 21], [7, 8], [18, 30], [10, 34], [18, 3], [6, 22], [24, 29], [4, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
110	[[13, 11], [9, 5], [13, 25], [8, 20], [8, 14], [16, 14], [20, 13], [11, 17], [16, 3], [11, 21], [25, 14], [9, 30], [27, 26], [4, 16], [12, 5], [27, 17], [15, 7], [29, 29], [19, 17], [26, 23], [29, 25], [17, 10], [10, 11], [5, 33], [2, 9], [12, 34], [4, 29], [25, 21], [20, 30], [36, 38]]	[[24, 21], [8, 8], [19, 30], [11, 34], [17, 3], [7, 22], [25, 29], [4, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
111	[[13, 12], [9, 4], [14, 25], [8, 19], [9, 14], [15, 14], [19, 13], [12, 17], [15, 3], [12, 21], [26, 14], [10, 30], [28, 26], [5, 16], [12, 6], [28, 17], [14, 7], [30, 29], [19, 16], [27, 23], [30, 25], [17, 9], [11, 11], [6, 33], [3, 9], [13, 34], [4, 28], [26, 21], [21, 30], [36, 38]]	[[25, 21], [9, 8], [20, 30], [12, 34], [16, 3], [7, 21], [26, 29], [5, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
112	[[13, 13], [8, 4], [13, 25], [9, 19], [8, 14], [15, 15], [18, 13], [12, 16], [14, 3], [13, 21], [26, 13], [11, 30], [29, 26], [4, 16], [12, 5], [29, 17], [13, 7], [31, 29], [20, 16], [28, 23], [31, 25], [17, 10], [11, 12], [7, 33], [4, 9], [14, 34], [4, 27], [27, 21], [22, 30], [36, 38]]	[[26, 21], [10, 8], [21, 30], [13, 34], [15, 3], [7, 20], [27, 29], [6, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
113	[[12, 13], [7, 4], [14, 25], [9, 18], [8, 15], [16, 15], [18, 14], [12, 17], [13, 3], [14, 21], [27, 13], [12, 30], [30, 26], [4, 15], [11, 5], [29, 16], [14, 7], [32, 29], [21, 16], [29, 23], [32, 25], [17, 9], [12, 12], [8, 33], [5, 9], [15, 34], [5, 27], [28, 21], [23, 30], [36, 38]]	[[27, 21], [11, 8], [22, 30], [14, 34], [14, 3], [8, 20], [28, 29], [7, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
114	[[12, 14], [7, 5], [14, 26], [9, 17], [8, 14], [15, 15], [19, 14], [12, 16], [12, 3], [13, 21], [26, 13], [13, 30], [31, 26], [4, 14], [10, 5], [30, 16], [15, 7], [33, 29], [22, 16], [30, 23], [33, 25], [18, 9], [13, 12], [9, 33], [6, 9], [16, 34], [6, 27], [29, 21], [24, 30], [36, 38]]	[[28, 21], [11, 7], [23, 30], [15, 34], [13, 3], [8, 19], [29, 29], [8, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
115	[[11, 14], [6, 5], [15, 26], [9, 16], [8, 13], [15, 16], [18, 14], [12, 17], [11, 3], [14, 21], [27, 13], [14, 30], [32, 26], [4, 13], [9, 5], [30, 15], [16, 7], [34, 29], [23, 16], [31, 23], [34, 25], [19, 9], [14, 12], [10, 33], [5, 9], [17, 34], [5, 27], [30, 21], [25, 30], [36, 38]]	[[29, 21], [11, 6], [24, 30], [16, 34], [12, 3], [8, 18], [30, 29], [9, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
116	[[12, 14], [6, 4], [16, 26], [10, 16], [8, 12], [16, 16], [19, 14], [13, 17], [10, 3], [14, 22], [26, 13], [15, 30], [33, 26], [4, 12], [8, 5], [31, 15], [16, 8], [35, 29], [22, 16], [32, 23], [35, 25], [19, 10], [14, 11], [11, 33], [6, 9], [18, 34], [5, 28], [31, 21], [26, 30], [36, 38]]	[[30, 21], [10, 6], [25, 30], [17, 34], [11, 3], [8, 17], [31, 29], [10, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
117	[[13, 14], [5, 4], [16, 27], [10, 15], [9, 12], [17, 16], [19, 13], [13, 18], [9, 3], [13, 22], [27, 13], [16, 30], [34, 26], [4, 11], [7, 5], [30, 15], [17, 8], [35, 30], [23, 16], [33, 23], [36, 25], [19, 11], [14, 12], [12, 33], [6, 10], [19, 34], [4, 28], [32, 21], [27, 30], [36, 38]]	[[31, 21], [9, 6], [26, 30], [18, 34], [10, 3], [9, 17], [32, 29], [11, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
118	[[14, 14], [4, 4], [15, 27], [11, 15], [10, 12], [17, 17], [20, 13], [14, 18], [8, 3], [13, 23], [26, 13], [17, 30], [35, 26], [4, 12], [6, 5], [31, 15], [16, 8], [35, 31], [22, 16], [34, 23], [36, 24], [19, 10], [15, 12], [13, 33], [6, 9], [20, 34], [5, 28], [33, 21], [28, 30], [36, 38]]	[[32, 21], [8, 6], [27, 30], [19, 34], [9, 3], [9, 16], [33, 29], [12, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
119	[[15, 14], [3, 4], [15, 28], [12, 15], [10, 11], [18, 17], [20, 14], [14, 19], [7, 3], [12, 23], [27, 13], [18, 30], [34, 26], [4, 11], [5, 5], [30, 15], [16, 7], [35, 32], [23, 16], [35, 23], [35, 24], [20, 10], [14, 12], [14, 33], [6, 10], [21, 34], [4, 28], [34, 21], [29, 30], [36, 38]]	[[33, 21], [7, 6], [28, 30], [20, 34], [8, 3], [10, 16], [34, 29], [13, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
120	[[16, 14], [3, 5], [15, 27], [12, 14], [10, 10], [18, 18], [19, 14], [15, 19], [6, 3], [12, 24], [26, 13], [19, 30], [33, 26], [5, 11], [4, 5], [30, 16], [17, 7], [35, 33], [24, 16], [34, 23], [35, 25], [19, 10], [14, 11], [15, 33], [5, 10], [22, 34], [5, 28], [35, 21], [30, 30], [36, 38]]	[[34, 21], [6, 6], [29, 30], [21, 34], [7, 3], [11, 16], [34, 28], [14, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
121	[[17, 14], [2, 5], [16, 27], [13, 14], [9, 10], [19, 18], [20, 14], [15, 20], [5, 3], [12, 23], [27, 13], [19, 29], [32, 26], [5, 12], [3, 5], [29, 16], [16, 7], [34, 33], [23, 16], [33, 23], [36, 25], [18, 10], [15, 11], [16, 33], [4, 10], [23, 34], [6, 28], [36, 21], [31, 30], [36, 38]]	[[35, 21], [5, 6], [30, 30], [22, 34], [6, 3], [11, 15], [34, 27], [15, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
122	[[17, 13], [2, 6], [15, 27], [14, 14], [9, 11], [20, 18], [19, 14], [16, 20], [4, 3], [11, 23], [27, 14], [19, 28], [31, 26], [6, 12], [2, 5], [30, 16], [16, 6], [35, 33], [24, 16], [32, 23], [37, 25], [17, 10], [15, 10], [17, 33], [4, 11], [24, 34], [5, 28], [36, 20], [32, 30], [36, 38]]	[[36, 21], [4, 6], [31, 30], [23, 34], [5, 3], [12, 15], [34, 26], [16, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
123	[[18, 13], [2, 7], [14, 27], [15, 14], [9, 10], [21, 18], [20, 14], [17, 20], [3, 3], [12, 23], [27, 13], [20, 28], [30, 26], [6, 13], [1, 5], [31, 16], [15, 6], [35, 34], [23, 16], [32, 22], [37, 26], [17, 9], [14, 10], [18, 33], [5, 11], [25, 34], [4, 28], [36, 19], [33, 30], [36, 38]]	[[36, 20], [3, 6], [32, 30], [24, 34], [4, 3], [13, 15], [34, 25], [17, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
124	[[18, 12], [2, 8], [13, 27], [15, 13], [8, 10], [21, 19], [19, 14], [18, 20], [2, 3], [12, 22], [28, 13], [20, 29], [29, 26], [6, 14], [0, 5], [30, 16], [15, 5], [34, 34], [24, 16], [31, 22], [37, 27], [17, 10], [13, 10], [19, 33], [4, 11], [26, 34], [5, 28], [36, 18], [34, 30], [36, 38]]	[[36, 19], [2, 6], [33, 30], [25, 34], [3, 3], [14, 15], [33, 25], [18, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
125	[[19, 12], [2, 9], [12, 27], [15, 12], [8, 9], [21, 18], [20, 14], [18, 21], [1, 3], [11, 22], [28, 14], [21, 29], [28, 26], [6, 15], [0, 4], [31, 16], [14, 5], [34, 35], [23, 16], [30, 22], [36, 27], [16, 10], [14, 10], [20, 33], [4, 12], [27, 34], [4, 28], [36, 17], [35, 30], [36, 38]]	[[36, 18], [1, 6], [34, 30], [26, 34], [2, 3], [14, 14], [32, 25], [19, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
126	[[20, 12], [3, 9], [13, 27], [16, 12], [7, 9], [21, 19], [19, 14], [18, 20], [1, 2], [10, 22], [27, 14], [22, 29], [27, 26], [7, 15], [0, 5], [30, 16], [13, 5], [35, 35], [24, 16], [30, 21], [36, 26], [17, 10], [13, 10], [21, 33], [5, 12], [28, 34], [5, 28], [36, 16], [36, 30], [36, 38]]	[[36, 17], [1, 5], [35, 30], [27, 34], [1, 3], [14, 13], [31, 25], [20, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
127	[[21, 12], [4, 9], [12, 27], [17, 12], [8, 9], [21, 18], [19, 15], [17, 20], [2, 2], [10, 23], [27, 13], [23, 29], [26, 26], [8, 15], [0, 6], [31, 16], [14, 5], [34, 35], [25, 16], [30, 20], [36, 25], [17, 9], [12, 10], [22, 33], [5, 13], [29, 34], [4, 28], [36, 15], [37, 30], [36, 38]]	[[36, 16], [0, 5], [36, 30], [28, 34], [1, 2], [15, 13], [31, 24], [21, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
128	[[21, 11], [5, 9], [11, 27], [18, 12], [7, 9], [22, 18], [19, 16], [17, 19], [3, 2], [9, 23], [28, 13], [23, 28], [25, 26], [9, 15], [0, 7], [30, 16], [15, 5], [34, 34], [24, 16], [30, 19], [36, 24], [18, 9], [13, 10], [23, 33], [4, 13], [30, 34], [4, 27], [36, 14], [37, 31], [36, 38]]	[[36, 15], [0, 6], [37, 30], [29, 34], [2, 2], [16, 13], [31, 23], [22, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
129	[[22, 11], [4, 9], [11, 28], [18, 11], [8, 9], [21, 18], [18, 16], [16, 19], [4, 2], [8, 23], [28, 14], [23, 27], [26, 26], [10, 15], [0, 8], [29, 16], [16, 5], [35, 34], [25, 16], [29, 19], [35, 24], [18, 8], [14, 10], [24, 33], [5, 13], [31, 34], [5, 27], [36, 13], [36, 31], [36, 38]]	[[36, 14], [0, 7], [37, 31], [30, 34], [3, 2], [17, 13], [31, 22], [23, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
130	[[23, 11], [5, 9], [10, 28], [19, 11], [7, 9], [22, 18], [17, 16], [15, 19], [5, 2], [7, 23], [28, 13], [23, 28], [25, 26], [9, 15], [0, 9], [30, 16], [16, 6], [35, 35], [26, 16], [28, 19], [34, 24], [19, 8], [13, 10], [25, 33], [6, 13], [32, 34], [6, 27], [36, 12], [35, 31], [36, 38]]	[[36, 13], [0, 8], [36, 31], [31, 34], [4, 2], [17, 12], [31, 21], [24, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
131	[[23, 10], [4, 9], [9, 28], [20, 11], [8, 9], [21, 18], [16, 16], [15, 20], [6, 2], [6, 23], [27, 13], [22, 28], [26, 26], [10, 15], [0, 10], [31, 16], [15, 6], [35, 36], [25, 16], [27, 19], [35, 24], [20, 8], [14, 10], [26, 33], [5, 13], [32, 33], [5, 27], [36, 11], [34, 31], [36, 38]]	[[36, 12], [0, 9], [35, 31], [32, 34], [5, 2], [18, 12], [30, 21], [25, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
132	[[24, 10], [5, 9], [8, 28], [21, 11], [8, 8], [20, 18], [17, 16], [14, 20], [7, 2], [7, 23], [26, 13], [22, 27], [26, 27], [11, 15], [0, 11], [30, 16], [16, 6], [35, 37], [25, 17], [26, 19], [34, 24], [20, 7], [13, 10], [27, 33], [6, 13], [31, 33], [4, 27], [36, 10], [34, 30], [36, 38]]	[[36, 11], [0, 10], [34, 31], [32, 33], [6, 2], [19, 12], [29, 21], [26, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
133	[[24, 9], [4, 9], [9, 28], [22, 11], [9, 8], [21, 18], [16, 16], [15, 20], [8, 2], [6, 23], [27, 13], [21, 27], [27, 27], [11, 16], [0, 12], [29, 16], [15, 6], [34, 37], [25, 16], [25, 19], [35, 24], [21, 7], [14, 10], [28, 33], [7, 13], [30, 33], [5, 27], [36, 9], [35, 30], [36, 38]]	[[36, 10], [0, 11], [34, 30], [31, 33], [7, 2], [20, 12], [29, 20], [27, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
134	[[25, 9], [5, 9], [10, 28], [23, 11], [10, 8], [20, 18], [16, 17], [15, 19], [9, 2], [7, 23], [26, 13], [22, 27], [26, 27], [10, 16], [0, 13], [30, 16], [16, 6], [34, 36], [24, 16], [24, 19], [34, 24], [20, 7], [13, 10], [28, 32], [6, 13], [30, 34], [4, 27], [36, 8], [36, 30], [36, 38]]	[[36, 9], [0, 12], [35, 30], [30, 33], [8, 2], [21, 12], [28, 20], [28, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
135	[[25, 8], [4, 9], [9, 28], [23, 10], [9, 8], [19, 18], [15, 17], [14, 19], [10, 2], [6, 23], [27, 13], [21, 27], [25, 27], [9, 16], [0, 14], [30, 15], [15, 6], [34, 35], [24, 17], [23, 19], [34, 24], [21, 7], [14, 10], [28, 31], [7, 13], [30, 35], [5, 27], [36, 7], [36, 29], [36, 38]]	[[36, 8], [0, 13], [36, 30], [30, 34], [9, 2], [22, 12], [27, 20], [28, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
136	[[25, 7], [5, 9], [8, 28], [24, 10], [10, 8], [18, 18], [15, 16], [13, 19], [11, 2], [5, 23], [26, 13], [20, 27], [24, 27], [10, 16], [0, 15], [31, 15], [15, 5], [35, 35], [25, 17], [22, 19], [33, 24], [21, 6], [13, 10], [28, 30], [7, 12], [30, 36], [4, 27], [36, 6], [36, 28], [36, 38]]	[[36, 7], [0, 14], [36, 29], [30, 35], [10, 2], [22, 11], [27, 19], [28, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
137	[[26, 7], [4, 9], [7, 28], [25, 10], [9, 8], [17, 18], [14, 16], [13, 20], [12, 2], [4, 23], [27, 13], [19, 27], [25, 27], [10, 15], [0, 16], [30, 15], [14, 5], [35, 34], [25, 16], [21, 19], [32, 24], [20, 6], [14, 10], [28, 29], [8, 12], [29, 36], [5, 27], [36, 5], [36, 27], [36, 38]]	[[36, 6], [0, 15], [36, 28], [30, 36], [11, 2], [23, 11], [27, 18], [28, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
138	[[27, 7], [5, 9], [8, 28], [26, 10], [10, 8], [18, 18], [13, 16], [13, 19], [13, 2], [5, 23], [28, 13], [20, 27], [24, 27], [10, 16], [0, 17], [31, 15], [15, 5], [34, 34], [24, 16], [22, 19], [33, 24], [19, 6], [13, 10], [29, 29], [7, 12], [28, 36], [4, 27], [36, 4], [36, 26], [36, 38]]	[[36, 5], [0, 16], [36, 27], [29, 36], [12, 2], [24, 11], [27, 17], [28, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
139	[[28, 7], [6, 9], [7, 28], [27, 10], [11, 8], [17, 18], [14, 16], [14, 19], [14, 2], [4, 23], [29, 13], [21, 27], [23, 27], [9, 16], [0, 18], [32, 15], [16, 5], [35, 34], [23, 16], [21, 19], [32, 24], [18, 6], [13, 9], [30, 29], [8, 12], [27, 36], [4, 26], [36, 3], [36, 25], [36, 38]]	[[36, 4], [0, 17], [36, 26], [28, 36], [13, 2], [25, 11], [27, 16], [29, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
140	[[28, 6], [6, 10], [8, 28], [28, 10], [10, 8], [18, 18], [13, 16], [13, 19], [15, 2], [5, 23], [30, 13], [20, 27], [24, 27], [8, 16], [0, 19], [33, 15], [16, 6], [34, 34], [22, 16], [20, 19], [31, 24], [18, 7], [14, 9], [31, 29], [9, 12], [26, 36], [5, 26], [35, 3], [36, 24], [36, 38]]	[[36, 3], [0, 18], [36, 25], [27, 36], [14, 2], [26, 11], [28, 16], [30, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
141	[[28, 5], [5, 10], [9, 28], [29, 10], [10, 7], [17, 18], [14, 16], [12, 19], [16, 2], [6, 23], [31, 13], [19, 27], [25, 27], [8, 15], [0, 20], [34, 15], [15, 6], [34, 35], [22, 17], [21, 19], [31, 23], [19, 7], [15, 9], [32, 29], [10, 12], [25, 36], [4, 26], [34, 3], [36, 23], [36, 38]]	[[35, 3], [0, 19], [36, 24], [26, 36], [15, 2], [27, 11], [29, 16], [31, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
142	[[28, 6], [6, 10], [8, 28], [30, 10], [11, 7], [16, 18], [13, 16], [11, 19], [17, 2], [7, 23], [32, 13], [18, 27], [24, 27], [7, 15], [0, 21], [35, 15], [14, 6], [34, 34], [23, 17], [20, 19], [30, 23], [20, 7], [14, 9], [33, 29], [11, 12], [24, 36], [5, 26], [33, 3], [36, 22], [36, 38]]	[[34, 3], [0, 20], [36, 23], [25, 36], [16, 2], [28, 11], [30, 16], [32, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
143	[[28, 5], [7, 10], [9, 28], [31, 10], [10, 7], [15, 18], [12, 16], [10, 19], [18, 2], [8, 23], [33, 13], [17, 27], [23, 27], [6, 15], [0, 22], [34, 15], [13, 6], [34, 35], [23, 16], [21, 19], [29, 23], [20, 8], [15, 9], [34, 29], [10, 12], [23, 36], [4, 26], [32, 3], [36, 21], [36, 38]]	[[33, 3], [0, 21], [36, 22], [24, 36], [17, 2], [29, 11], [31, 16], [33, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
