timestep	evaders	pursuers	evader_capture_status
251	[[8, 5], [5, 12], [11, 24], [20, 37], [11, 16], [14, 27], [7, 19], [29, 26], [35, 31], [3, 28], [30, 12], [8, 26], [18, 28], [2, 19], [0, 18], [7, 16], [9, 12], [34, 27], [5, 16], [29, 17], [34, 14], [10, 8], [7, 9], [4, 21], [4, 24], [12, 29], [5, 35], [37, 36], [29, 36], [36, 38]]	[[37, 35], [0, 17], [28, 36], [11, 29], [34, 31], [19, 37], [29, 12], [4, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
252	[[8, 4], [4, 12], [11, 23], [21, 37], [12, 16], [14, 26], [8, 19], [28, 26], [36, 31], [4, 28], [31, 12], [9, 26], [19, 28], [2, 18], [1, 18], [7, 17], [9, 11], [33, 27], [5, 17], [30, 17], [35, 14], [10, 9], [6, 9], [5, 21], [5, 24], [13, 29], [5, 34], [36, 36], [30, 36], [36, 38]]	[[37, 36], [0, 18], [29, 36], [12, 29], [35, 31], [20, 37], [30, 12], [4, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
253	[[8, 5], [5, 12], [11, 22], [22, 37], [11, 16], [15, 26], [9, 19], [27, 26], [36, 30], [5, 28], [32, 12], [9, 27], [18, 28], [3, 18], [2, 18], [8, 17], [9, 12], [32, 27], [5, 16], [31, 17], [35, 15], [9, 9], [5, 9], [6, 21], [6, 24], [14, 29], [4, 34], [36, 35], [31, 36], [36, 38]]	[[36, 36], [1, 18], [30, 36], [13, 29], [36, 31], [21, 37], [31, 12], [5, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
254	[[7, 5], [5, 13], [11, 23], [23, 37], [12, 16], [16, 26], [9, 20], [26, 26], [36, 29], [4, 28], [33, 12], [9, 26], [19, 28], [4, 18], [3, 18], [8, 16], [8, 12], [33, 27], [5, 15], [31, 18], [35, 16], [10, 9], [6, 9], [7, 21], [7, 24], [15, 29], [5, 34], [36, 34], [31, 35], [36, 38]]	[[36, 35], [2, 18], [31, 36], [14, 29], [36, 30], [22, 37], [32, 12], [6, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
255	[[8, 5], [5, 12], [12, 23], [24, 37], [13, 16], [16, 25], [10, 20], [25, 26], [36, 28], [5, 28], [34, 12], [9, 27], [20, 28], [5, 18], [4, 18], [8, 17], [9, 12], [32, 27], [6, 15], [32, 18], [35, 17], [9, 9], [6, 8], [7, 22], [6, 24], [16, 29], [4, 34], [36, 33], [31, 34], [36, 38]]	[[36, 34], [3, 18], [31, 35], [15, 29], [36, 29], [23, 37], [33, 12], [7, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
256	[[7, 5], [4, 12], [13, 23], [25, 37], [12, 16], [17, 25], [11, 20], [24, 26], [36, 27], [4, 28], [35, 12], [10, 27], [20, 27], [6, 18], [4, 17], [9, 17], [10, 12], [31, 27], [6, 14], [31, 18], [34, 17], [9, 10], [5, 8], [7, 23], [5, 24], [17, 29], [5, 34], [36, 32], [30, 34], [36, 38]]	[[36, 33], [4, 18], [31, 34], [16, 29], [36, 28], [24, 37], [34, 12], [7, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
257	[[6, 5], [4, 11], [14, 23], [26, 37], [13, 16], [17, 24], [11, 21], [24, 25], [36, 26], [4, 27], [36, 12], [11, 27], [21, 27], [7, 18], [4, 16], [9, 16], [10, 13], [30, 27], [7, 14], [30, 18], [34, 18], [8, 10], [6, 8], [7, 24], [4, 24], [18, 29], [6, 34], [36, 31], [29, 34], [36, 38]]	[[36, 32], [4, 17], [30, 34], [17, 29], [36, 27], [25, 37], [35, 12], [7, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
258	[[5, 5], [4, 12], [14, 24], [26, 36], [14, 16], [18, 24], [10, 21], [24, 24], [36, 25], [4, 28], [36, 11], [11, 28], [22, 27], [8, 18], [5, 16], [10, 16], [11, 13], [29, 27], [7, 13], [29, 18], [35, 18], [9, 10], [5, 8], [7, 25], [4, 23], [19, 29], [5, 34], [36, 30], [28, 34], [36, 38]]	[[36, 31], [4, 16], [29, 34], [18, 29], [36, 26], [26, 37], [36, 12], [7, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
259	[[6, 5], [4, 11], [13, 24], [26, 35], [15, 16], [18, 23], [11, 21], [23, 24], [36, 24], [4, 27], [36, 10], [12, 28], [22, 26], [8, 19], [6, 16], [10, 17], [12, 13], [28, 27], [6, 13], [28, 18], [34, 18], [9, 11], [6, 8], [7, 26], [4, 22], [20, 29], [4, 34], [36, 29], [28, 33], [36, 38]]	[[36, 30], [5, 16], [28, 34], [19, 29], [36, 25], [26, 36], [36, 11], [7, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
260	[[5, 5], [4, 10], [14, 24], [25, 35], [15, 15], [19, 23], [12, 21], [24, 24], [36, 23], [4, 28], [36, 9], [11, 28], [21, 26], [8, 20], [7, 16], [11, 17], [13, 13], [27, 27], [7, 13], [27, 18], [34, 17], [9, 10], [5, 8], [7, 27], [5, 22], [21, 29], [5, 34], [36, 28], [29, 33], [36, 38]]	[[36, 29], [6, 16], [28, 33], [20, 29], [36, 24], [26, 35], [36, 10], [7, 26]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
261	[[6, 5], [4, 9], [15, 24], [24, 35], [16, 15], [18, 23], [11, 21], [25, 24], [36, 22], [4, 29], [36, 8], [12, 28], [22, 26], [8, 19], [8, 16], [12, 17], [12, 13], [28, 27], [8, 13], [28, 18], [35, 17], [10, 10], [6, 8], [6, 27], [4, 22], [22, 29], [4, 34], [35, 28], [30, 33], [36, 38]]	[[36, 28], [7, 16], [29, 33], [21, 29], [36, 23], [25, 35], [36, 9], [7, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
262	[[7, 5], [4, 10], [14, 24], [23, 35], [17, 15], [19, 23], [12, 21], [25, 23], [36, 21], [4, 30], [36, 7], [13, 28], [22, 25], [9, 19], [9, 16], [13, 17], [13, 13], [29, 27], [8, 12], [27, 18], [34, 17], [10, 11], [7, 8], [5, 27], [4, 21], [23, 29], [5, 34], [34, 28], [31, 33], [36, 38]]	[[35, 28], [8, 16], [30, 33], [22, 29], [36, 22], [24, 35], [36, 8], [6, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
263	[[6, 5], [5, 10], [13, 24], [23, 34], [18, 15], [18, 23], [13, 21], [26, 23], [36, 20], [4, 31], [36, 6], [12, 28], [23, 25], [10, 19], [10, 16], [14, 17], [14, 13], [28, 27], [7, 12], [27, 19], [33, 17], [10, 10], [7, 7], [4, 27], [5, 21], [24, 29], [5, 35], [33, 28], [32, 33], [36, 38]]	[[34, 28], [9, 16], [31, 33], [23, 29], [36, 21], [23, 35], [36, 7], [5, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
264	[[6, 4], [4, 10], [14, 24], [24, 34], [19, 15], [17, 23], [14, 21], [26, 22], [36, 19], [4, 32], [36, 5], [11, 28], [22, 25], [9, 19], [11, 16], [14, 18], [15, 13], [27, 27], [8, 12], [26, 19], [33, 16], [11, 10], [8, 7], [3, 27], [4, 21], [25, 29], [5, 34], [32, 28], [33, 33], [36, 38]]	[[33, 28], [10, 16], [32, 33], [24, 29], [36, 20], [23, 34], [36, 6], [4, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
265	[[6, 5], [5, 10], [13, 24], [25, 34], [19, 16], [18, 23], [13, 21], [27, 22], [36, 18], [5, 32], [36, 4], [12, 28], [21, 25], [9, 20], [12, 16], [15, 18], [15, 12], [28, 27], [9, 12], [25, 19], [32, 16], [12, 10], [9, 7], [2, 27], [5, 21], [26, 29], [6, 34], [31, 28], [34, 33], [36, 38]]	[[32, 28], [11, 16], [33, 33], [25, 29], [36, 19], [24, 34], [36, 5], [3, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
266	[[5, 5], [6, 10], [14, 24], [26, 34], [20, 16], [17, 23], [13, 22], [28, 22], [36, 17], [5, 33], [36, 3], [11, 28], [22, 25], [8, 20], [13, 16], [16, 18], [16, 12], [28, 26], [10, 12], [25, 20], [31, 16], [12, 9], [10, 7], [1, 27], [4, 21], [27, 29], [7, 34], [30, 28], [35, 33], [36, 38]]	[[31, 28], [12, 16], [34, 33], [26, 29], [36, 18], [25, 34], [36, 4], [2, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
267	[[6, 5], [7, 10], [14, 25], [27, 34], [21, 16], [18, 23], [12, 22], [29, 22], [36, 16], [4, 33], [35, 3], [12, 28], [21, 25], [8, 21], [14, 16], [16, 19], [15, 12], [28, 25], [10, 13], [24, 20], [30, 16], [13, 9], [9, 7], [1, 28], [5, 21], [27, 30], [8, 34], [30, 27], [36, 33], [36, 38]]	[[30, 28], [13, 16], [35, 33], [27, 29], [36, 17], [26, 34], [36, 3], [1, 27]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
268	[[5, 5], [6, 10], [15, 25], [28, 34], [20, 16], [18, 24], [12, 23], [30, 22], [36, 15], [4, 32], [34, 3], [11, 28], [22, 25], [9, 21], [15, 16], [17, 19], [16, 12], [28, 24], [11, 13], [25, 20], [29, 16], [13, 10], [10, 7], [1, 29], [5, 20], [26, 30], [9, 34], [31, 27], [36, 32], [36, 38]]	[[30, 27], [14, 16], [36, 33], [27, 30], [36, 16], [27, 34], [35, 3], [1, 28]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
269	[[6, 5], [7, 10], [15, 26], [29, 34], [21, 16], [19, 24], [12, 24], [30, 21], [36, 14], [5, 32], [33, 3], [12, 28], [21, 25], [8, 21], [16, 16], [17, 20], [17, 12], [28, 23], [10, 13], [26, 20], [28, 16], [12, 10], [9, 7], [1, 30], [4, 20], [25, 30], [8, 34], [32, 27], [36, 31], [36, 38]]	[[31, 27], [15, 16], [36, 32], [26, 30], [36, 15], [28, 34], [34, 3], [1, 29]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
270	[[5, 5], [6, 10], [16, 26], [30, 34], [20, 16], [18, 24], [11, 24], [31, 21], [36, 13], [6, 32], [32, 3], [12, 29], [21, 26], [9, 21], [17, 16], [17, 21], [18, 12], [27, 23], [10, 14], [25, 20], [27, 16], [13, 10], [10, 7], [1, 31], [4, 19], [24, 30], [9, 34], [33, 27], [36, 30], [36, 38]]	[[32, 27], [16, 16], [36, 31], [25, 30], [36, 14], [29, 34], [33, 3], [1, 30]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
271	[[6, 5], [7, 10], [15, 26], [31, 34], [21, 16], [19, 24], [12, 24], [31, 22], [36, 12], [7, 32], [31, 3], [11, 29], [22, 26], [8, 21], [18, 16], [18, 21], [18, 11], [26, 23], [11, 14], [24, 20], [28, 16], [12, 10], [9, 7], [1, 32], [5, 19], [23, 30], [10, 34], [33, 26], [36, 29], [36, 38]]	[[33, 27], [17, 16], [36, 30], [24, 30], [36, 13], [30, 34], [32, 3], [1, 31]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
272	[[5, 5], [6, 10], [16, 26], [32, 34], [22, 16], [19, 25], [11, 24], [30, 22], [36, 11], [6, 32], [30, 3], [11, 30], [21, 26], [9, 21], [19, 16], [17, 21], [18, 10], [27, 23], [11, 13], [23, 20], [27, 16], [13, 10], [10, 7], [1, 33], [4, 19], [22, 30], [10, 35], [33, 25], [37, 29], [36, 38]]	[[33, 26], [18, 16], [36, 29], [23, 30], [36, 12], [31, 34], [31, 3], [1, 32]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
273	[[6, 5], [7, 10], [15, 26], [33, 34], [23, 16], [19, 24], [12, 24], [30, 21], [36, 10], [7, 32], [29, 3], [10, 30], [21, 27], [8, 21], [20, 16], [17, 22], [17, 10], [26, 23], [10, 13], [24, 20], [26, 16], [12, 10], [9, 7], [1, 34], [5, 19], [21, 30], [10, 34], [33, 24], [37, 30], [36, 38]]	[[33, 25], [19, 16], [37, 29], [22, 30], [36, 11], [32, 34], [30, 3], [1, 33]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
274	[[6, 4], [6, 10], [14, 26], [34, 34], [23, 15], [20, 24], [11, 24], [29, 21], [36, 9], [6, 32], [28, 3], [11, 30], [21, 26], [9, 21], [21, 16], [16, 22], [16, 10], [25, 23], [9, 13], [24, 21], [27, 16], [11, 10], [10, 7], [1, 35], [4, 19], [20, 30], [11, 34], [33, 23], [37, 31], [36, 38]]	[[33, 24], [20, 16], [37, 30], [21, 30], [36, 10], [33, 34], [29, 3], [1, 34]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
275	[[6, 5], [5, 10], [13, 26], [35, 34], [24, 15], [21, 24], [12, 24], [28, 21], [36, 8], [7, 32], [27, 3], [10, 30], [22, 26], [9, 22], [22, 16], [17, 22], [15, 10], [26, 23], [8, 13], [24, 22], [26, 16], [11, 11], [9, 7], [1, 36], [5, 19], [19, 30], [10, 34], [34, 23], [37, 32], [36, 38]]	[[33, 23], [21, 16], [37, 31], [20, 30], [36, 9], [34, 34], [28, 3], [1, 35]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
276	[[5, 5], [4, 10], [14, 26], [35, 35], [24, 14], [22, 24], [12, 23], [28, 20], [36, 7], [6, 32], [26, 3], [10, 29], [23, 26], [8, 22], [23, 16], [17, 23], [15, 9], [25, 23], [9, 13], [24, 21], [27, 16], [10, 11], [9, 8], [1, 37], [6, 19], [18, 30], [11, 34], [35, 23], [37, 33], [36, 38]]	[[34, 23], [22, 16], [37, 32], [19, 30], [36, 8], [35, 34], [27, 3], [1, 36]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
277	[[6, 5], [4, 9], [13, 26], [34, 35], [25, 14], [21, 24], [13, 23], [29, 20], [36, 6], [7, 32], [25, 3], [11, 29], [22, 26], [7, 22], [24, 16], [16, 23], [14, 9], [26, 23], [8, 13], [23, 21], [28, 16], [11, 11], [8, 8], [1, 38], [5, 19], [17, 30], [10, 34], [36, 23], [37, 34], [36, 38]]	[[35, 23], [23, 16], [37, 33], [18, 30], [36, 7], [35, 35], [26, 3], [1, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
278	[[6, 4], [4, 10], [12, 26], [33, 35], [26, 14], [21, 25], [12, 23], [30, 20], [36, 5], [6, 32], [24, 3], [11, 30], [21, 26], [8, 22], [25, 16], [17, 23], [15, 9], [25, 23], [9, 13], [22, 21], [29, 16], [12, 11], [8, 7], [1, 39], [5, 18], [16, 30], [11, 34], [36, 22], [37, 35], [36, 38]]	[[36, 23], [24, 16], [37, 34], [17, 30], [36, 6], [34, 35], [25, 3], [1, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
279	[[6, 5], [5, 10], [12, 25], [32, 35], [27, 14], [22, 25], [12, 22], [29, 20], [36, 4], [7, 32], [23, 3], [10, 30], [20, 26], [7, 22], [26, 16], [18, 23], [15, 8], [26, 23], [8, 13], [21, 21], [30, 16], [13, 11], [8, 8], [2, 39], [6, 18], [15, 30], [11, 35], [36, 21], [37, 36], [36, 38]]	[[36, 22], [25, 16], [37, 35], [16, 30], [36, 5], [33, 35], [24, 3], [1, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
280	[[6, 6], [6, 10], [11, 25], [31, 35], [28, 14], [23, 25], [11, 22], [29, 21], [36, 3], [8, 32], [22, 3], [10, 29], [19, 26], [6, 22], [27, 16], [19, 23], [14, 8], [25, 23], [8, 12], [21, 20], [31, 16], [12, 11], [9, 8], [2, 38], [5, 18], [14, 30], [11, 34], [36, 20], [37, 37], [36, 38]]	[[36, 21], [26, 16], [37, 36], [15, 30], [36, 4], [32, 35], [23, 3], [2, 39]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
281	[[5, 6], [5, 10], [10, 25], [30, 35], [29, 14], [22, 25], [10, 22], [29, 20], [35, 3], [7, 32], [21, 3], [9, 29], [18, 26], [5, 22], [28, 16], [18, 23], [13, 8], [24, 23], [8, 13], [20, 20], [32, 16], [11, 11], [9, 7], [2, 37], [4, 18], [13, 30], [11, 35], [36, 19], [36, 37], [36, 38]]	[[36, 20], [27, 16], [37, 37], [14, 30], [36, 3], [31, 35], [22, 3], [2, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
282	[[4, 6], [4, 10], [9, 25], [29, 35], [30, 14], [21, 25], [9, 22], [30, 20], [34, 3], [7, 33], [20, 3], [8, 29], [17, 26], [5, 21], [29, 16], [17, 23], [14, 8], [24, 22], [9, 13], [21, 20], [33, 16], [10, 11], [8, 7], [3, 37], [5, 18], [12, 30], [11, 34], [36, 18], [36, 36], [36, 38]]	[[36, 19], [28, 16], [36, 37], [13, 30], [35, 3], [30, 35], [21, 3], [2, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
283	[[4, 5], [5, 10], [8, 25], [28, 35], [31, 14], [21, 24], [8, 22], [31, 20], [33, 3], [8, 33], [19, 3], [7, 29], [16, 26], [4, 21], [30, 16], [16, 23], [15, 8], [25, 22], [8, 13], [20, 20], [34, 16], [11, 11], [8, 8], [4, 37], [4, 18], [11, 30], [10, 34], [36, 17], [36, 35], [36, 38]]	[[36, 18], [29, 16], [36, 36], [12, 30], [34, 3], [29, 35], [20, 3], [3, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
284	[[5, 5], [4, 10], [7, 25], [27, 35], [31, 13], [22, 24], [8, 21], [32, 20], [32, 3], [7, 33], [18, 3], [6, 29], [15, 26], [5, 21], [31, 16], [15, 23], [15, 9], [24, 22], [9, 13], [19, 20], [34, 15], [12, 11], [8, 7], [5, 37], [5, 18], [10, 30], [10, 35], [36, 16], [36, 34], [36, 38]]	[[36, 17], [30, 16], [36, 35], [11, 30], [33, 3], [28, 35], [19, 3], [4, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
285	[[4, 5], [5, 10], [6, 25], [26, 35], [31, 12], [21, 24], [9, 21], [32, 21], [31, 3], [6, 33], [17, 3], [5, 29], [14, 26], [4, 21], [31, 15], [15, 22], [15, 8], [23, 22], [8, 13], [20, 20], [34, 14], [13, 11], [8, 8], [6, 37], [5, 17], [9, 30], [10, 34], [35, 16], [36, 33], [36, 38]]	[[36, 16], [31, 16], [36, 34], [10, 30], [32, 3], [27, 35], [18, 3], [5, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
286	[[5, 5], [6, 10], [5, 25], [25, 35], [30, 12], [20, 24], [10, 21], [32, 22], [30, 3], [6, 32], [16, 3], [4, 29], [13, 26], [4, 20], [31, 14], [14, 22], [14, 8], [24, 22], [7, 13], [19, 20], [34, 13], [12, 11], [8, 7], [7, 37], [6, 17], [8, 30], [10, 35], [34, 16], [36, 32], [36, 38]]	[[35, 16], [31, 15], [36, 33], [9, 30], [31, 3], [26, 35], [17, 3], [6, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
287	[[4, 5], [5, 10], [4, 25], [24, 35], [29, 12], [21, 24], [9, 21], [33, 22], [29, 3], [6, 33], [15, 3], [4, 28], [12, 26], [5, 20], [31, 13], [15, 22], [13, 8], [24, 23], [7, 14], [18, 20], [34, 12], [11, 11], [9, 7], [8, 37], [5, 17], [7, 30], [10, 34], [33, 16], [36, 31], [36, 38]]	[[34, 16], [31, 14], [36, 32], [8, 30], [30, 3], [25, 35], [16, 3], [7, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
288	[[5, 5], [4, 10], [4, 24], [23, 35], [28, 12], [20, 24], [8, 21], [32, 22], [28, 3], [5, 33], [14, 3], [4, 27], [11, 26], [4, 20], [31, 12], [14, 22], [14, 8], [25, 23], [6, 14], [19, 20], [35, 12], [11, 12], [8, 7], [9, 37], [4, 17], [6, 30], [11, 34], [32, 16], [36, 30], [36, 38]]	[[33, 16], [31, 13], [36, 31], [7, 30], [29, 3], [24, 35], [15, 3], [8, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
289	[[4, 5], [4, 9], [5, 24], [22, 35], [27, 12], [20, 25], [9, 21], [33, 22], [27, 3], [5, 34], [13, 3], [4, 26], [10, 26], [5, 20], [32, 12], [13, 22], [13, 8], [24, 23], [5, 14], [18, 20], [35, 11], [10, 12], [8, 8], [10, 37], [5, 17], [5, 30], [12, 34], [31, 16], [36, 29], [36, 38]]	[[32, 16], [31, 12], [36, 30], [6, 30], [28, 3], [23, 35], [14, 3], [9, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
290	[[5, 5], [5, 9], [6, 24], [21, 35], [26, 12], [20, 24], [8, 21], [33, 21], [26, 3], [4, 34], [12, 3], [4, 25], [9, 26], [4, 20], [33, 12], [12, 22], [13, 9], [24, 24], [4, 14], [17, 20], [36, 11], [10, 13], [8, 7], [11, 37], [4, 17], [4, 30], [13, 34], [30, 16], [36, 28], [36, 38]]	[[31, 16], [32, 12], [36, 29], [5, 30], [27, 3], [22, 35], [13, 3], [10, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
291	[[4, 5], [6, 9], [6, 23], [20, 35], [25, 12], [19, 24], [7, 21], [33, 22], [25, 3], [4, 35], [11, 3], [4, 24], [10, 26], [5, 20], [34, 12], [11, 22], [12, 9], [25, 24], [4, 13], [16, 20], [36, 10], [11, 13], [9, 7], [12, 37], [5, 17], [3, 30], [14, 34], [29, 16], [36, 27], [36, 38]]	[[30, 16], [33, 12], [36, 28], [4, 30], [26, 3], [21, 35], [12, 3], [11, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
292	[[5, 5], [7, 9], [7, 23], [19, 35], [24, 12], [18, 24], [8, 21], [32, 22], [24, 3], [5, 35], [10, 3], [4, 23], [9, 26], [4, 20], [35, 12], [12, 22], [13, 9], [24, 24], [4, 12], [15, 20], [36, 9], [11, 12], [8, 7], [13, 37], [4, 17], [2, 30], [14, 33], [28, 16], [36, 26], [36, 38]]	[[29, 16], [34, 12], [36, 27], [3, 30], [25, 3], [20, 35], [11, 3], [12, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
