timestep	evaders	pursuers	evader_capture_status
371	[[32, 27], [35, 30], [24, 32], [35, 26], [14, 32], [4, 12], [29, 35], [29, 22], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 11], [32, 9], [36, 4], [34, 19], [35, 31], [24, 31], [29, 23], [26, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
372	[[31, 27], [35, 29], [24, 33], [35, 25], [14, 33], [4, 13], [29, 34], [29, 21], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 12], [31, 9], [35, 4], [34, 18], [35, 30], [24, 32], [29, 22], [26, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
373	[[31, 28], [35, 28], [24, 34], [35, 24], [14, 34], [4, 14], [30, 34], [29, 20], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 13], [30, 9], [34, 4], [34, 17], [35, 29], [24, 33], [29, 21], [25, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
374	[[30, 28], [35, 27], [24, 35], [35, 23], [14, 35], [4, 15], [29, 34], [29, 19], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 14], [29, 9], [33, 4], [34, 16], [35, 28], [24, 34], [29, 20], [25, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
375	[[29, 28], [35, 26], [23, 35], [35, 22], [14, 34], [4, 16], [30, 34], [29, 18], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 15], [28, 9], [32, 4], [34, 15], [35, 27], [24, 35], [29, 19], [25, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
376	[[29, 27], [35, 25], [22, 35], [35, 21], [14, 35], [4, 17], [30, 35], [29, 17], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 16], [27, 9], [32, 5], [34, 14], [35, 26], [23, 35], [29, 18], [25, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
377	[[29, 28], [35, 24], [21, 35], [35, 20], [14, 34], [4, 18], [30, 34], [29, 16], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 17], [28, 9], [32, 4], [34, 13], [35, 25], [22, 35], [29, 17], [26, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
378	[[28, 28], [35, 23], [20, 35], [35, 19], [13, 34], [4, 19], [30, 35], [29, 15], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 18], [27, 9], [31, 4], [34, 12], [35, 24], [21, 35], [29, 16], [27, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
379	[[27, 28], [35, 22], [20, 34], [35, 18], [13, 35], [4, 20], [30, 34], [29, 14], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 19], [26, 9], [31, 5], [34, 11], [35, 23], [20, 35], [29, 15], [28, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
380	[[27, 29], [35, 21], [20, 33], [35, 17], [13, 34], [4, 21], [30, 35], [30, 14], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 20], [26, 8], [31, 4], [34, 10], [35, 22], [20, 34], [30, 15], [29, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
381	[[26, 29], [35, 20], [20, 32], [35, 16], [12, 34], [4, 22], [30, 34], [31, 14], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 21], [26, 9], [31, 5], [34, 9], [35, 21], [20, 33], [31, 15], [30, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
382	[[26, 30], [35, 19], [20, 31], [35, 15], [11, 34], [5, 22], [31, 34], [31, 13], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[4, 22], [26, 10], [31, 4], [35, 9], [35, 20], [20, 32], [32, 15], [31, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
383	[[26, 31], [35, 18], [20, 30], [35, 14], [11, 33], [6, 22], [30, 34], [31, 12], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[5, 22], [27, 10], [31, 5], [34, 9], [35, 19], [20, 31], [33, 15], [31, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
384	[[27, 31], [35, 17], [20, 29], [35, 13], [11, 34], [7, 22], [29, 34], [31, 11], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[6, 22], [26, 10], [31, 4], [34, 10], [35, 18], [20, 30], [34, 15], [31, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
385	[[28, 31], [35, 16], [20, 28], [35, 12], [11, 33], [8, 22], [30, 34], [31, 10], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[7, 22], [27, 10], [31, 5], [34, 9], [35, 17], [20, 29], [34, 16], [31, 11]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
386	[[29, 31], [35, 15], [20, 27], [36, 12], [11, 34], [9, 22], [29, 34], [31, 9], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[8, 22], [28, 10], [30, 5], [35, 9], [36, 17], [20, 28], [35, 16], [31, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
387	[[30, 31], [35, 14], [20, 26], [36, 11], [10, 34], [10, 22], [30, 34], [31, 8], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[9, 22], [28, 11], [31, 5], [35, 8], [37, 17], [20, 27], [35, 15], [31, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
388	[[31, 31], [35, 13], [20, 25], [36, 10], [9, 34], [11, 22], [31, 34], [32, 8], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[10, 22], [29, 11], [31, 6], [35, 7], [36, 17], [20, 26], [35, 14], [31, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
389	[[32, 31], [35, 12], [20, 24], [36, 9], [8, 34], [12, 22], [32, 34], [33, 8], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[11, 22], [29, 12], [31, 7], [34, 7], [36, 16], [20, 25], [35, 13], [32, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
390	[[33, 31], [35, 11], [20, 23], [36, 8], [7, 34], [13, 22], [33, 34], [33, 7], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[12, 22], [29, 13], [32, 7], [35, 7], [36, 15], [20, 24], [35, 12], [33, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
391	[[33, 30], [34, 11], [20, 22], [37, 8], [7, 33], [14, 22], [34, 34], [33, 6], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9]]	[[13, 22], [28, 13], [33, 7], [35, 8], [36, 14], [20, 23], [35, 11], [34, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
392	[[34, 30], [33, 11], [20, 21], [7, 34], [15, 22], [34, 33], [33, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[14, 22], [28, 14], [33, 6], [36, 8], [35, 14], [20, 22], [34, 11], [34, 9]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
393	[[35, 30], [32, 11], [20, 20], [7, 35], [16, 22], [35, 33], [33, 4], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[15, 22], [29, 14], [33, 5], [36, 7], [35, 15], [20, 21], [33, 11], [34, 8]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
394	[[34, 30], [31, 11], [20, 19], [7, 34], [17, 22], [35, 32], [32, 4], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[16, 22], [29, 15], [33, 4], [36, 6], [36, 15], [20, 20], [32, 11], [34, 7]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
395	[[33, 30], [30, 11], [20, 18], [6, 34], [18, 22], [34, 32], [32, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[17, 22], [29, 16], [32, 4], [36, 5], [35, 15], [20, 19], [31, 11], [33, 7]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
396	[[32, 30], [29, 11], [20, 17], [6, 35], [19, 22], [34, 33], [31, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[18, 22], [30, 16], [32, 5], [36, 4], [36, 15], [20, 18], [30, 11], [33, 6]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
397	[[33, 30], [28, 11], [20, 16], [6, 34], [20, 22], [35, 33], [30, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[19, 22], [30, 17], [31, 5], [36, 3], [35, 15], [20, 17], [29, 11], [33, 7]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
398	[[34, 30], [27, 11], [20, 15], [5, 34], [21, 22], [34, 33], [29, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[20, 22], [30, 18], [30, 5], [36, 2], [34, 15], [20, 16], [28, 11], [32, 7]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
399	[[33, 30], [26, 11], [20, 14], [5, 35], [22, 22], [35, 33], [28, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[21, 22], [30, 19], [29, 5], [35, 2], [35, 15], [20, 15], [27, 11], [31, 7]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
400	[[34, 30], [25, 11], [20, 13], [5, 34], [23, 22], [34, 33], [27, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[22, 22], [30, 20], [28, 5], [35, 1], [34, 15], [20, 14], [26, 11], [30, 7]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
401	[[35, 30], [24, 11], [20, 12], [4, 34], [24, 22], [35, 33], [26, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[23, 22], [29, 20], [27, 5], [35, 2], [33, 15], [20, 13], [25, 11], [29, 7]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
402	[[34, 30], [24, 12], [20, 11], [5, 34], [25, 22], [35, 32], [25, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[24, 22], [28, 20], [26, 5], [35, 3], [33, 14], [20, 12], [24, 11], [28, 7]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
403	[[33, 30], [24, 13], [20, 10], [5, 35], [26, 22], [34, 32], [24, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[25, 22], [27, 20], [25, 5], [35, 4], [33, 15], [20, 11], [24, 12], [28, 8]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
404	[[32, 30], [24, 14], [20, 9], [5, 34], [27, 22], [34, 33], [23, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[26, 22], [27, 21], [24, 5], [35, 5], [33, 16], [20, 10], [24, 13], [27, 8]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
405	[[33, 30], [24, 15], [20, 8], [5, 35], [28, 22], [35, 33], [22, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[26, 23], [27, 22], [23, 5], [34, 5], [33, 17], [20, 9], [24, 14], [27, 7]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
406	[[34, 30], [24, 16], [20, 7], [5, 34], [29, 22], [34, 33], [21, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[26, 24], [28, 22], [22, 5], [34, 6], [33, 18], [20, 8], [24, 15], [28, 7]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
407	[[35, 30], [24, 17], [20, 6], [4, 34], [30, 22], [35, 33], [20, 5], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[26, 25], [29, 22], [21, 5], [34, 7], [33, 17], [20, 7], [24, 16], [28, 8]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
408	[[35, 29], [24, 18], [19, 6], [5, 34], [31, 22], [35, 32], [20, 4], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[26, 26], [30, 22], [20, 5], [34, 8], [32, 17], [20, 6], [24, 17], [29, 8]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
409	[[35, 28], [25, 18], [18, 6], [5, 35], [32, 22], [34, 32], [21, 4], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[26, 27], [31, 22], [20, 4], [34, 9], [33, 17], [19, 6], [24, 18], [28, 8]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
410	[[34, 28], [26, 18], [17, 6], [5, 34], [33, 22], [33, 32], [22, 4], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[26, 28], [32, 22], [21, 4], [34, 8], [34, 17], [18, 6], [25, 18], [28, 9]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
411	[[34, 29], [27, 18], [16, 6], [6, 34], [34, 22], [32, 32], [23, 4], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[25, 28], [33, 22], [22, 4], [35, 8], [35, 17], [17, 6], [26, 18], [28, 10]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
412	[[35, 29], [28, 18], [15, 6], [7, 34], [35, 22], [31, 32], [24, 4], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3], [35, 5], [6, 5], [3, 29], [32, 9], [32, 5], [36, 4], [36, 5], [36, 6], [36, 30], [27, 30], [36, 6], [3, 13], [36, 3], [36, 10], [36, 3], [36, 2], [32, 9], [36, 8]]	[[25, 29], [34, 22], [23, 4], [34, 8], [36, 17], [16, 6], [27, 18], [28, 11]]	[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
