timestep	evaders	pursuers	evader_capture_status
100	[[26, 26], [30, 20], [14, 28], [31, 35], [24, 16], [32, 29], [23, 35], [21, 24], [15, 34], [22, 33], [34, 7], [36, 17], [26, 30], [27, 28], [27, 5], [29, 21], [32, 32], [27, 33], [29, 18], [4, 20], [29, 24], [34, 35], [34, 22], [30, 5], [34, 16], [35, 12], [5, 35], [18, 34], [36, 2], [35, 5]]	[[4, 19], [34, 17], [13, 28], [35, 6], [21, 25], [27, 4], [35, 7], [25, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
101	[[26, 25], [31, 20], [15, 28], [31, 34], [23, 16], [33, 29], [23, 34], [21, 23], [14, 34], [21, 33], [33, 7], [36, 16], [26, 31], [27, 29], [27, 6], [28, 21], [33, 32], [27, 34], [29, 19], [4, 21], [30, 24], [34, 34], [34, 23], [30, 4], [34, 15], [35, 11], [5, 34], [18, 35], [36, 2], [35, 5]]	[[4, 20], [34, 16], [14, 28], [34, 6], [21, 24], [27, 5], [34, 7], [24, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
102	[[26, 26], [31, 21], [16, 28], [31, 35], [22, 16], [34, 29], [22, 34], [21, 22], [14, 33], [20, 33], [32, 7], [36, 15], [25, 31], [27, 28], [27, 7], [28, 22], [34, 32], [27, 35], [28, 19], [4, 22], [30, 25], [34, 35], [33, 23], [31, 4], [34, 14], [35, 10], [6, 34], [18, 34], [36, 2], [35, 5]]	[[4, 21], [34, 15], [15, 28], [33, 6], [21, 23], [27, 6], [33, 7], [23, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
103	[[25, 26], [32, 21], [17, 28], [31, 34], [21, 16], [33, 29], [22, 35], [21, 21], [14, 34], [20, 32], [31, 7], [36, 14], [25, 32], [27, 29], [27, 8], [27, 22], [35, 32], [27, 34], [28, 18], [4, 23], [30, 26], [34, 34], [33, 24], [31, 5], [34, 13], [35, 9], [6, 35], [17, 34], [36, 2], [35, 5]]	[[4, 22], [34, 14], [16, 28], [32, 6], [21, 22], [27, 7], [32, 7], [22, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
104	[[26, 26], [31, 21], [18, 28], [32, 34], [20, 16], [34, 29], [22, 34], [21, 20], [14, 35], [21, 32], [30, 7], [36, 13], [25, 31], [27, 30], [27, 9], [26, 22], [35, 31], [27, 35], [29, 18], [4, 24], [30, 25], [34, 35], [33, 25], [31, 4], [34, 12], [36, 9], [6, 34], [17, 33], [36, 2], [35, 5]]	[[4, 23], [34, 13], [17, 28], [31, 6], [21, 21], [27, 8], [31, 7], [21, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
105	[[26, 27], [32, 21], [19, 28], [31, 34], [19, 16], [33, 29], [22, 35], [22, 20], [14, 34], [20, 32], [29, 7], [36, 12], [26, 31], [27, 29], [27, 10], [27, 22], [34, 31], [27, 34], [28, 18], [4, 25], [29, 25], [34, 34], [34, 25], [32, 4], [34, 11], [36, 8], [6, 35], [16, 33], [36, 2], [35, 5]]	[[4, 24], [34, 12], [18, 28], [31, 5], [21, 20], [27, 9], [30, 7], [20, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
106	[[25, 27], [31, 21], [20, 28], [31, 35], [18, 16], [32, 29], [22, 34], [23, 20], [14, 35], [21, 32], [28, 7], [36, 11], [26, 32], [26, 29], [27, 11], [26, 22], [34, 32], [26, 34], [28, 19], [4, 26], [30, 25], [35, 34], [34, 26], [33, 4], [34, 10], [35, 8], [6, 34], [16, 34], [36, 2], [35, 5]]	[[4, 25], [34, 11], [19, 28], [32, 5], [22, 20], [27, 10], [29, 7], [19, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
107	[[25, 28], [32, 21], [21, 28], [31, 34], [17, 16], [33, 29], [21, 34], [24, 20], [14, 34], [20, 32], [27, 7], [36, 10], [27, 32], [26, 30], [27, 12], [27, 22], [33, 32], [26, 35], [29, 19], [4, 27], [29, 25], [34, 34], [35, 26], [34, 4], [35, 10], [35, 7], [6, 35], [17, 34], [36, 2], [35, 5]]	[[4, 26], [34, 10], [20, 28], [33, 5], [23, 20], [27, 11], [28, 7], [18, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
108	[[25, 27], [33, 21], [22, 28], [31, 35], [16, 16], [33, 28], [21, 35], [25, 20], [14, 33], [20, 33], [26, 7], [37, 10], [28, 32], [25, 30], [27, 13], [28, 22], [33, 31], [26, 34], [29, 20], [4, 28], [29, 26], [34, 35], [35, 25], [35, 4], [35, 9], [35, 6], [6, 34], [16, 34], [36, 2], [35, 5]]	[[4, 27], [35, 10], [21, 28], [34, 5], [24, 20], [27, 12], [27, 7], [17, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
109	[[26, 27], [32, 21], [23, 28], [31, 34], [15, 16], [33, 29], [21, 34], [26, 20], [14, 32], [19, 33], [25, 7], [36, 10], [29, 32], [26, 30], [27, 14], [28, 23], [34, 31], [26, 35], [30, 20], [4, 29], [29, 25], [34, 34], [35, 24], [36, 4], [35, 8], [36, 6], [5, 34], [16, 35], [36, 2], [35, 5]]	[[4, 28], [35, 9], [22, 28], [35, 5], [25, 20], [27, 13], [26, 7], [16, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
110	[[27, 27], [33, 21], [24, 28], [31, 35], [14, 16], [32, 29], [22, 34], [27, 20], [14, 31], [19, 32], [24, 7], [37, 10], [30, 32], [27, 30], [27, 15], [29, 23], [35, 31], [26, 34], [31, 20], [4, 30], [29, 26], [35, 34], [34, 24], [36, 3], [35, 7], [37, 6], [6, 34], [16, 34], [36, 2], [35, 5]]	[[4, 29], [35, 8], [23, 28], [36, 5], [26, 20], [27, 14], [25, 7], [15, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
111	[[28, 27], [33, 22], [25, 28], [32, 35], [13, 16], [32, 30], [22, 33], [28, 20], [13, 31], [20, 32], [23, 7], [36, 10], [31, 32], [27, 31], [27, 16], [30, 23], [35, 30], [26, 33], [32, 20], [5, 30], [28, 26], [35, 33], [34, 25], [36, 2], [35, 6], [7, 34], [17, 34], [36, 2], [35, 5], [36, 6]]	[[4, 30], [35, 7], [24, 28], [36, 6], [27, 20], [27, 15], [24, 7], [14, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
112	[[28, 28], [32, 22], [26, 28], [32, 34], [12, 16], [32, 29], [22, 34], [29, 20], [14, 31], [19, 32], [22, 7], [36, 9], [31, 31], [26, 31], [27, 17], [31, 23], [35, 29], [26, 34], [33, 20], [6, 30], [28, 25], [34, 33], [35, 25], [36, 3], [34, 6], [8, 34], [16, 34], [36, 2], [35, 5], [36, 6]]	[[5, 30], [34, 7], [25, 28], [35, 6], [28, 20], [27, 16], [23, 7], [13, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
113	[[29, 28], [33, 22], [26, 27], [33, 34], [11, 16], [31, 29], [22, 33], [30, 20], [13, 31], [20, 32], [21, 7], [35, 9], [30, 31], [27, 31], [27, 18], [30, 23], [34, 29], [27, 34], [34, 20], [7, 30], [29, 25], [35, 33], [34, 25], [37, 3], [34, 5], [9, 34], [17, 34], [36, 2], [35, 5], [36, 6]]	[[6, 30], [33, 7], [26, 28], [34, 6], [29, 20], [27, 17], [22, 7], [12, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
114	[[30, 28], [34, 22], [26, 26], [34, 34], [10, 16], [32, 29], [23, 33], [31, 20], [13, 32], [21, 32], [20, 7], [36, 9], [31, 31], [27, 32], [27, 19], [31, 23], [35, 29], [27, 35], [35, 20], [8, 30], [30, 25], [35, 32], [34, 26], [36, 3], [34, 4], [10, 34], [16, 34], [36, 2], [35, 5], [36, 6]]	[[7, 30], [32, 7], [26, 27], [34, 5], [30, 20], [27, 18], [21, 7], [11, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
115	[[29, 28], [35, 22], [26, 25], [34, 35], [9, 16], [31, 29], [24, 33], [32, 20], [14, 32], [20, 32], [19, 7], [36, 8], [30, 31], [28, 32], [26, 19], [31, 24], [34, 29], [27, 34], [35, 19], [9, 30], [31, 25], [34, 32], [35, 26], [37, 3], [35, 4], [11, 34], [15, 34], [36, 2], [35, 5], [36, 6]]	[[8, 30], [32, 8], [26, 26], [34, 4], [31, 20], [27, 19], [20, 7], [10, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
116	[[28, 28], [35, 21], [26, 24], [34, 34], [8, 16], [30, 29], [23, 33], [33, 20], [14, 33], [19, 32], [18, 7], [36, 7], [31, 31], [29, 32], [25, 19], [31, 23], [35, 29], [27, 35], [35, 18], [10, 30], [31, 26], [34, 33], [36, 26], [36, 3], [36, 4], [10, 34], [15, 35], [36, 2], [35, 5], [36, 6]]	[[9, 30], [32, 7], [26, 25], [35, 4], [32, 20], [26, 19], [19, 7], [9, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
117	[[28, 27], [36, 21], [26, 23], [34, 35], [7, 16], [31, 29], [22, 33], [34, 20], [13, 33], [20, 32], [17, 7], [36, 6], [30, 31], [30, 32], [24, 19], [31, 24], [34, 29], [27, 34], [35, 17], [11, 30], [32, 26], [34, 32], [36, 25], [37, 3], [37, 4], [10, 35], [15, 34], [36, 2], [35, 5], [36, 6]]	[[10, 30], [33, 7], [26, 24], [36, 4], [33, 20], [25, 19], [18, 7], [8, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]
118	[[28, 28], [36, 20], [26, 22], [34, 34], [6, 16], [31, 28], [21, 33], [35, 20], [14, 33], [19, 32], [16, 7], [35, 6], [29, 31], [30, 33], [23, 19], [32, 24], [35, 29], [27, 35], [34, 17], [12, 30], [32, 27], [35, 32], [35, 25], [37, 2], [10, 34], [15, 35], [36, 2], [35, 5], [36, 6], [36, 4]]	[[11, 30], [34, 7], [26, 23], [37, 4], [34, 20], [24, 19], [17, 7], [7, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
119	[[28, 29], [36, 19], [26, 21], [34, 35], [5, 16], [30, 28], [22, 33], [35, 19], [13, 33], [20, 32], [15, 7], [35, 5], [29, 32], [30, 34], [22, 19], [31, 24], [35, 28], [27, 34], [34, 16], [13, 30], [33, 27], [35, 31], [35, 24], [36, 2], [10, 35], [15, 34], [36, 2], [35, 5], [36, 6], [36, 4]]	[[12, 30], [35, 7], [26, 22], [37, 3], [35, 20], [23, 19], [16, 7], [6, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
120	[[28, 30], [36, 18], [27, 21], [34, 34], [4, 16], [30, 29], [22, 34], [35, 18], [14, 33], [19, 32], [14, 7], [35, 4], [29, 33], [29, 34], [21, 19], [31, 25], [34, 28], [27, 35], [33, 16], [14, 30], [32, 27], [34, 31], [35, 25], [35, 2], [10, 34], [15, 35], [36, 2], [35, 5], [36, 6], [36, 4]]	[[13, 30], [35, 6], [26, 21], [36, 3], [35, 19], [22, 19], [15, 7], [5, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]
121	[[28, 31], [36, 17], [28, 21], [35, 34], [4, 17], [31, 29], [22, 33], [34, 18], [14, 34], [18, 32], [13, 7], [35, 5], [29, 32], [29, 35], [20, 19], [30, 25], [35, 28], [27, 34], [33, 15], [15, 30], [33, 27], [34, 32], [35, 24], [9, 34], [14, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[14, 30], [34, 6], [27, 21], [35, 3], [35, 18], [21, 19], [14, 7], [4, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
122	[[28, 30], [36, 16], [29, 21], [34, 34], [4, 18], [30, 29], [21, 33], [33, 18], [13, 34], [19, 32], [12, 7], [36, 5], [30, 32], [29, 34], [19, 19], [30, 26], [35, 29], [27, 35], [33, 14], [16, 30], [33, 26], [33, 32], [34, 24], [8, 34], [13, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[15, 30], [35, 6], [28, 21], [35, 4], [34, 18], [20, 19], [13, 7], [4, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
123	[[29, 30], [36, 15], [30, 21], [34, 35], [4, 19], [31, 29], [21, 34], [32, 18], [12, 34], [20, 32], [11, 7], [37, 5], [31, 32], [30, 34], [18, 19], [31, 26], [34, 29], [27, 34], [33, 13], [17, 30], [33, 27], [32, 32], [35, 24], [7, 34], [12, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[16, 30], [36, 6], [29, 21], [36, 4], [33, 18], [19, 19], [12, 7], [4, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
124	[[28, 30], [36, 14], [31, 21], [34, 34], [4, 20], [31, 28], [21, 35], [31, 18], [11, 34], [21, 32], [10, 7], [36, 5], [31, 33], [30, 35], [17, 19], [31, 25], [34, 30], [26, 34], [33, 12], [18, 30], [33, 28], [33, 32], [35, 23], [6, 34], [11, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[17, 30], [37, 6], [30, 21], [37, 4], [32, 18], [18, 19], [11, 7], [4, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
125	[[29, 30], [36, 13], [32, 21], [35, 34], [4, 21], [30, 28], [21, 34], [30, 18], [11, 33], [22, 32], [9, 7], [35, 5], [31, 34], [29, 35], [16, 19], [32, 25], [35, 30], [26, 35], [32, 12], [19, 30], [34, 28], [34, 32], [35, 24], [5, 34], [10, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[18, 30], [36, 6], [31, 21], [36, 4], [31, 18], [17, 19], [10, 7], [4, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
126	[[30, 30], [35, 13], [33, 21], [34, 34], [4, 22], [29, 28], [20, 34], [29, 18], [11, 32], [23, 32], [8, 7], [34, 5], [32, 34], [29, 34], [15, 19], [33, 25], [34, 30], [26, 34], [32, 11], [20, 30], [33, 28], [33, 32], [34, 24], [4, 34], [10, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[19, 30], [35, 6], [32, 21], [35, 4], [30, 18], [16, 19], [9, 7], [4, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
127	[[29, 30], [35, 12], [34, 21], [34, 35], [4, 23], [28, 28], [21, 34], [28, 18], [12, 32], [24, 32], [7, 7], [33, 5], [31, 34], [28, 34], [14, 19], [33, 26], [35, 30], [26, 33], [31, 11], [21, 30], [34, 28], [32, 32], [35, 24], [5, 34], [10, 35], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[20, 30], [34, 6], [33, 21], [34, 4], [29, 18], [15, 19], [8, 7], [4, 22]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
128	[[29, 31], [34, 12], [35, 21], [34, 34], [4, 24], [27, 28], [22, 34], [27, 18], [13, 32], [25, 32], [6, 7], [32, 5], [30, 34], [28, 35], [13, 19], [32, 26], [34, 30], [27, 33], [30, 11], [22, 30], [33, 28], [33, 32], [36, 24], [4, 34], [10, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[21, 30], [33, 6], [34, 21], [33, 4], [28, 18], [14, 19], [7, 7], [4, 23]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
129	[[28, 31], [34, 11], [35, 20], [35, 34], [4, 25], [26, 28], [23, 34], [26, 18], [13, 31], [26, 32], [5, 7], [31, 5], [31, 34], [28, 34], [12, 19], [31, 26], [35, 30], [26, 33], [30, 10], [23, 30], [32, 28], [32, 32], [35, 24], [4, 35], [11, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[22, 30], [32, 6], [35, 21], [32, 4], [27, 18], [13, 19], [6, 7], [4, 24]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
130	[[29, 31], [35, 11], [35, 19], [36, 34], [5, 25], [27, 28], [23, 35], [25, 18], [14, 31], [27, 32], [4, 7], [30, 5], [30, 34], [28, 35], [11, 19], [31, 27], [34, 30], [26, 34], [30, 11], [24, 30], [31, 28], [33, 32], [34, 24], [5, 35], [12, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[23, 30], [31, 6], [35, 20], [31, 4], [26, 18], [12, 19], [5, 7], [4, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
131	[[30, 31], [34, 11], [35, 18], [36, 33], [6, 25], [28, 28], [22, 35], [24, 18], [14, 30], [28, 32], [4, 8], [29, 5], [31, 34], [29, 35], [10, 19], [30, 27], [35, 30], [25, 34], [30, 12], [24, 29], [31, 29], [32, 32], [34, 25], [5, 34], [11, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[24, 30], [30, 6], [35, 19], [30, 4], [25, 18], [11, 19], [4, 7], [5, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
132	[[30, 32], [35, 11], [35, 17], [35, 33], [7, 25], [28, 27], [21, 35], [23, 18], [13, 30], [28, 33], [4, 9], [28, 5], [31, 35], [29, 34], [9, 19], [30, 28], [34, 30], [26, 34], [29, 12], [25, 29], [32, 29], [33, 32], [34, 26], [5, 33], [10, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[24, 29], [29, 6], [35, 18], [29, 4], [24, 18], [10, 19], [4, 8], [6, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
133	[[30, 31], [34, 11], [35, 16], [35, 34], [8, 25], [29, 27], [21, 34], [22, 18], [12, 30], [28, 32], [4, 10], [27, 5], [31, 34], [30, 34], [8, 19], [31, 28], [35, 30], [27, 34], [29, 13], [26, 29], [32, 30], [34, 32], [35, 26], [5, 32], [11, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[25, 29], [28, 6], [35, 17], [28, 4], [23, 18], [9, 19], [4, 9], [7, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
134	[[31, 31], [33, 11], [35, 15], [34, 34], [9, 25], [29, 26], [22, 34], [21, 18], [13, 30], [29, 32], [4, 11], [26, 5], [32, 34], [30, 35], [7, 19], [32, 28], [34, 30], [27, 35], [28, 13], [27, 29], [32, 31], [34, 33], [34, 26], [4, 32], [11, 33], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[26, 29], [27, 6], [35, 16], [27, 4], [22, 18], [8, 19], [4, 10], [8, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
135	[[30, 31], [33, 10], [35, 14], [34, 35], [10, 25], [30, 26], [21, 34], [20, 18], [14, 30], [30, 32], [4, 12], [25, 5], [33, 34], [30, 34], [6, 19], [33, 28], [35, 30], [27, 34], [29, 13], [28, 29], [33, 31], [35, 33], [35, 26], [4, 33], [11, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[27, 29], [26, 6], [35, 15], [26, 4], [21, 18], [7, 19], [4, 11], [9, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
136	[[31, 31], [33, 9], [35, 13], [35, 35], [11, 25], [30, 25], [21, 35], [19, 18], [13, 30], [29, 32], [4, 13], [24, 5], [32, 34], [30, 35], [5, 19], [34, 28], [35, 31], [27, 35], [30, 13], [29, 29], [34, 31], [36, 33], [35, 25], [5, 33], [10, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[28, 29], [25, 6], [35, 14], [25, 4], [20, 18], [6, 19], [4, 12], [10, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
137	[[31, 32], [33, 8], [35, 12], [34, 35], [12, 25], [31, 25], [21, 34], [18, 18], [12, 30], [29, 33], [4, 14], [23, 5], [33, 34], [30, 34], [4, 19], [33, 28], [36, 31], [27, 34], [29, 13], [30, 29], [33, 31], [35, 33], [34, 25], [4, 33], [11, 34], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[29, 29], [24, 6], [35, 13], [24, 4], [19, 18], [5, 19], [4, 13], [11, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
138	[[32, 32], [33, 7], [35, 11], [35, 35], [13, 25], [30, 25], [21, 33], [17, 18], [13, 30], [29, 32], [5, 14], [22, 5], [32, 34], [30, 35], [4, 20], [34, 28], [36, 30], [27, 35], [29, 14], [30, 30], [34, 31], [34, 33], [35, 25], [5, 33], [11, 33], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[30, 29], [23, 6], [35, 12], [23, 4], [18, 18], [4, 19], [4, 14], [12, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
139	[[33, 32], [33, 6], [35, 10], [34, 35], [14, 25], [31, 25], [21, 32], [16, 18], [14, 30], [29, 33], [6, 14], [21, 5], [32, 35], [30, 34], [4, 21], [35, 28], [36, 29], [27, 34], [29, 13], [31, 30], [35, 31], [34, 34], [35, 24], [5, 34], [11, 32], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[30, 30], [22, 6], [35, 11], [22, 4], [17, 18], [4, 20], [5, 14], [13, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
140	[[34, 32], [33, 5], [35, 9], [35, 35], [15, 25], [32, 25], [20, 32], [15, 18], [15, 30], [28, 33], [7, 14], [20, 5], [32, 34], [31, 34], [4, 22], [35, 27], [37, 29], [26, 34], [30, 13], [32, 30], [35, 30], [35, 34], [35, 23], [4, 34], [12, 32], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[31, 30], [21, 6], [35, 10], [21, 4], [16, 18], [4, 21], [6, 14], [14, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
141	[[34, 33], [33, 4], [35, 8], [34, 35], [16, 25], [31, 25], [19, 32], [14, 18], [16, 30], [28, 32], [8, 14], [19, 5], [32, 35], [30, 34], [4, 23], [35, 26], [36, 29], [26, 35], [30, 14], [33, 30], [35, 29], [35, 33], [35, 22], [4, 35], [11, 32], [36, 2], [35, 5], [36, 6], [36, 4], [35, 3]]	[[32, 30], [20, 6], [35, 9], [20, 4], [15, 18], [4, 22], [7, 14], [15, 25]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1]
