epoch	reward_pursuer	n_collisions_pursuers_with_obstacles	n_collisions_pursuers_with_pursuers	n_collisions_pursuers_with_evaders	capture_rate	episode_length	loss_value_pursuer	loss_policy_pursuer	epoch_time_s
53	-26.47500000000002	0.0	14.0	15.0	0.5	500.0	115.88994102323663	-0.008282283817385704	2.0308797359466553
54	-43.46249999999973	0.0	32.0	23.0	0.7666666666666667	500.0	121.37045672111013	-0.0028434398228044133	1.9626915454864502
55	-22.775000000000105	0.0	14.0	18.0	0.6	500.0	57.48411895754438	-0.0038281859814689166	2.2384369373321533
56	-62.91250000000003	0.0	40.0	17.0	0.5666666666666667	500.0	333.55142780774963	-0.00035205729608166436	2.458329439163208
57	-3.512500000000107	0.0	4.0	21.0	0.7	500.0	51.641419141891674	-0.005971433654626181	2.3391683101654053
58	-83.92499999999943	0.0	60.0	24.0	0.8	500.0	433.2168349468019	-0.0036585289078379475	1.8623692989349365
59	-56.69999999999957	0.0	34.0	15.0	0.5	500.0	296.3185530964097	-0.00826898176468022	2.0933279991149902
60	-38.387500000000095	0.0	28.0	22.0	0.7333333333333333	500.0	87.90749651625968	-0.008277179369392058	1.9360976219177246
61	-11.349999999999978	0.0	8.0	20.0	0.6666666666666666	500.0	89.93102797762494	-0.01180063688165783	1.979954481124878
62	-56.7499999999992	0.0	36.0	17.0	0.5333333333333333	500.0	166.49480632940202	0.005881622433526903	2.101942539215088
63	-35.087499999999835	0.0	24.0	20.0	0.6666666666666666	500.0	80.5557507211912	-0.007329791588086934	2.0373570919036865
64	-86.21249999999927	0.0	58.0	20.0	0.6666666666666666	500.0	343.3466757439973	0.00968210393844633	2.0127429962158203
65	-29.72500000000023	0.0	22.0	22.0	0.7333333333333333	500.0	77.73616144658212	-0.01351720052094717	1.9513318538665771
66	-16.450000000000003	0.0	14.0	23.0	0.7666666666666667	500.0	56.00566443657526	-0.013976825689230957	1.8358874320983887
67	-16.125000000000025	0.0	8.0	16.0	0.5333333333333333	500.0	64.9326327790757	-0.0067251189992385855	2.021702766418457
68	-12.86250000000011	0.0	10.0	21.0	0.7	500.0	45.640240988628136	-0.019247517906474883	1.9256389141082764
69	-29.912500000000154	0.0	18.0	17.0	0.5666666666666667	500.0	63.20872525254746	-0.0048182351765736695	2.0049099922180176
70	0.7999999999998738	0.0	2.0	22.0	0.7333333333333333	500.0	38.73217241456629	-0.013294577874304218	1.8895277976989746
71	-11.012500000000049	0.0	8.0	20.0	0.6666666666666666	500.0	50.990166631708824	-0.012530474254688265	1.9366872310638428
72	-34.82499999999979	0.0	22.0	18.0	0.6	500.0	97.02418533264581	-0.0169975403584384	2.073451519012451
73	-32.16250000000007	0.0	22.0	20.0	0.6666666666666666	500.0	88.24820454623806	-0.003306916222063748	2.0189266204833984
74	-26.27500000000017	0.0	20.0	22.0	0.7666666666666667	500.0	119.45000803213686	-0.016242788331045064	1.9450654983520508
75	-18.27500000000004	0.0	12.0	19.0	0.6333333333333333	500.0	52.63626625333181	-0.01850427512253321	2.0140767097473145
76	-59.28749999999985	0.0	40.0	20.0	0.7333333333333333	500.0	217.04638999918308	-0.0094726382177771	1.913201093673706
77	-35.81249999999984	0.0	26.0	22.0	0.7333333333333333	500.0	101.75133520404884	0.000816031015932154	1.9711146354675293
78	-12.62500000000007	0.0	10.0	21.0	0.6666666666666666	500.0	52.81890552338667	-0.011269093222091499	1.9796414375305176
79	-12.15000000000014	0.0	12.0	24.0	0.8	500.0	57.06946704154901	-0.01442172795608623	1.8446848392486572
80	-15.937499999999984	0.0	12.0	21.0	0.7	500.0	83.79877123939588	-0.008946971905673621	1.9766476154327393
81	-14.175000000000132	0.0	10.0	20.0	0.6666666666666666	500.0	45.35080799064263	-0.00928690730077468	2.335801124572754
82	-35.562500000000135	0.0	28.0	24.0	0.7333333333333333	500.0	66.81786706863163	-0.005591318445912748	2.406905174255371
83	-44.824999999999704	0.0	22.0	10.0	0.3333333333333333	500.0	79.35164573319749	-0.00835568805846637	2.6275835037231445
84	-22.675000000000118	0.0	14.0	18.0	0.6	500.0	77.38382780443223	-0.01734670580898041	2.427109718322754
85	-22.062500000000185	0.0	18.0	23.0	0.7666666666666667	500.0	94.79642185042708	-0.008605477008655583	2.4506564140319824
86	-40.61249999999972	0.0	26.0	18.0	0.6333333333333333	500.0	94.91274302209074	-0.017006482399837836	2.3991281986236572
87	-27.087500000000198	0.0	18.0	19.0	0.6	500.0	70.3297099233917	0.0003020401607935863	2.4031805992126465
88	-13.712500000000054	0.0	14.0	25.0	0.8333333333333334	500.0	78.2240303982546	-0.011065944882486236	2.3324835300445557
89	-36.17500000000004	0.0	24.0	19.0	0.6333333333333333	500.0	66.52886292290478	-0.007419193804568351	2.55745005607605
90	3.4999999999999574	0.0	0.0	22.0	0.7333333333333333	500.0	45.96094326588324	-0.011451893966690108	1.930368185043335
91	-16.975000000000065	0.0	12.0	20.0	0.6666666666666666	500.0	52.047244272977274	-0.003841416141177476	2.0312745571136475
92	-15.887500000000045	0.0	12.0	21.0	0.7	500.0	57.348826960242846	-0.01273006075424554	2.0076606273651123
93	-33.86250000000009	0.0	20.0	16.0	0.5666666666666667	500.0	102.57425143706041	-0.015265458568883708	2.080307960510254
94	1.3499999999999799	0.0	4.0	25.0	0.8333333333333334	500.0	43.962112997985116	-0.016678991555699085	1.919908046722412
95	-10.825000000000014	0.0	10.0	22.0	0.7333333333333333	500.0	50.67221669928585	-0.012503183198296014	1.9623897075653076
96	-32.937500000000135	0.0	26.0	24.0	0.8	500.0	103.37146832796226	-0.018358489534269412	1.858626365661621
97	-33.81249999999922	0.0	24.0	21.0	0.7	500.0	97.22810291941197	-0.008733269449498877	2.086660385131836
98	-5.987500000000011	0.0	8.0	24.0	0.8	500.0	69.74657876855129	-0.00823331524823112	1.946141242980957
99	-9.887500000000081	0.0	10.0	23.0	0.7666666666666667	500.0	103.09469487388724	-0.01667148425757634	1.9132630825042725
100	-9.137500000000049	0.0	10.0	24.0	0.8	500.0	36.47712930280127	-0.00779825885493176	1.9469413757324219
101	-37.6125	0.0	24.0	18.0	0.6	500.0	110.41954865070305	-0.0058752896930469945	2.044139862060547
102	-51.23749999999981	0.0	38.0	24.0	0.8	500.0	157.73062652206312	-0.0057893637295181434	1.93302583694458
103	-17.125000000000117	0.0	12.0	20.0	0.7	500.0	53.524002889133264	-0.021066879519514973	1.972109079360962
104	-8.775000000000032	0.0	10.0	24.0	0.8333333333333334	500.0	52.55486214203804	-0.02018937826090681	1.932887315750122
105	-15.025	1.0	8.0	18.0	0.6333333333333333	500.0	47.255712305431196	-0.00976758385801017	2.0359771251678467
106	-92.67499999999981	3.0	62.0	23.0	0.7666666666666667	500.0	545.4490083543309	0.01988421040563954	1.9189338684082031
107	-101.62499999999943	7.0	65.0	24.0	0.8	500.0	581.4840966043931	0.00810665121302099	1.9414143562316895
108	-54.83749999999975	8.0	30.0	21.0	0.7	500.0	141.46915690358622	-0.013647921990154565	1.9735181331634521
109	-119.14999999999958	7.0	80.0	28.0	0.9333333333333333	500.0	986.3618372401307	0.0006441845558470831	1.8059732913970947
110	-22.087500000000055	4.0	14.0	23.0	0.7333333333333333	500.0	224.8812126691803	-0.010119224034131721	1.9809982776641846
111	-17.075000000000042	3.0	14.0	26.0	0.8666666666666667	500.0	163.43235716603354	-0.028920281119986783	1.8484315872192383
112	-14.062500000000062	0.0	10.0	20.0	0.7	500.0	66.5785334366772	-0.017036200491817376	1.8896780014038086
113	-28.912500000000232	1.0	18.0	19.0	0.6333333333333333	500.0	60.66035835689855	-0.020062109534455034	2.085618019104004
114	-6.687499999999928	0.0	4.0	19.0	0.6333333333333333	500.0	36.30155328921626	-0.007718730932084022	1.98183274269104
115	-25.275000000000148	1.0	20.0	24.0	0.8333333333333334	500.0	128.15168634038977	-0.015075096325393531	1.9369425773620605
116	-28.412500000000076	2.0	20.0	23.0	0.7666666666666667	500.0	136.5253557703284	0.0029274392665517724	1.8971071243286133
117	-8.212500000000002	1.0	6.0	21.0	0.7	500.0	30.405766615451213	-0.010399015785252269	1.9532995223999023
118	-12.17500000000005	0.0	8.0	19.0	0.6333333333333333	500.0	30.71419432422865	-0.008555742653268751	1.9875574111938477
119	-90.99999999999983	0.0	57.0	15.0	0.5	500.0	946.2979699239793	0.019179413218267556	2.0759575366973877
120	-31.100000000000158	0.0	18.0	16.0	0.5333333333333333	500.0	56.78776329178584	-0.0070410376375194235	1.9978642463684082
121	-60.04999999999982	0.0	38.0	17.0	0.5666666666666667	500.0	199.05252430779564	-0.005333459240767713	2.011909008026123
122	-65.73749999999956	1.0	40.0	16.0	0.5333333333333333	500.0	158.92603793439346	0.002251815805959925	2.049509286880493
123	-147.00000000000023	0.0	96.0	17.0	0.5666666666666667	500.0	1395.2885087958919	0.04373280346677301	2.034735918045044
124	-79.78749999999901	0.0	46.0	11.0	0.36666666666666664	500.0	547.621840437449	-0.016558051096257558	2.1303062438964844
125	-47.37499999999944	0.0	28.0	15.0	0.5	500.0	202.25541304533778	-0.02884528060495079	2.0613508224487305
126	-20.237500000000054	0.0	16.0	22.0	0.7333333333333333	500.0	114.75490085687169	-0.028686370140264275	1.9201996326446533
127	-20.225000000000115	0.0	14.0	20.0	0.6666666666666666	500.0	70.38076108784476	-0.028952861107962535	1.9269533157348633
128	-7.000000000000004	0.0	6.0	21.0	0.6666666666666666	500.0	63.742613473660356	-0.03336691998851153	1.904820203781128
129	-3.7374999999999665	0.0	0.0	16.0	0.5333333333333333	500.0	43.313884752871225	-0.0200521121928702	2.0529892444610596
130	-32.1750000000003	0.0	16.0	13.0	0.43333333333333335	500.0	55.60485681423618	-0.010995120793185417	2.0965843200683594
131	-2.650000000000144	0.0	4.0	22.0	0.7333333333333333	500.0	53.354525126556425	-0.016133286709854852	1.8637864589691162
132	-22.687500000000046	0.0	14.0	18.0	0.6	500.0	76.50077787796181	-0.006049580041908484	2.0188517570495605
133	-17.912500000000133	0.0	10.0	17.0	0.5666666666666667	500.0	42.08231471847565	-0.00859487553399115	2.039850950241089
134	0.024999999999954017	0.0	0.0	19.0	0.6333333333333333	500.0	24.118514697065148	-0.025218521154466513	1.9234132766723633
135	-8.399999999999997	1.0	2.0	16.0	0.5333333333333333	500.0	25.19198020754779	-0.01777519741547714	2.041759967803955
136	-22.32500000000011	0.0	12.0	16.0	0.5333333333333333	500.0	60.31964599473505	-0.012294863235468056	2.0390384197235107
137	-27.087500000000187	0.0	18.0	19.0	0.6333333333333333	500.0	79.62179972812025	-0.01345529312161932	1.9678075313568115
138	-12.050000000000008	0.0	6.0	17.0	0.5666666666666667	500.0	24.299435283324133	-0.026377807796347682	1.9844353199005127
139	-4.224999999999961	0.0	0.0	16.0	0.5333333333333333	500.0	19.459633039144187	-0.023064122566221167	2.050424337387085
140	-50.24999999999959	0.0	28.0	13.0	0.43333333333333335	500.0	335.4593613853159	0.00268212806499562	2.1495025157928467
141	-6.849999999999953	0.0	6.0	21.0	0.7	500.0	36.27556709887873	-0.025106383221997975	1.9483675956726074
142	-42.91249999999971	1.0	24.0	15.0	0.5	500.0	96.56073750215576	-0.007628793790142396	2.1727705001831055
143	-14.42500000000007	0.0	10.0	20.0	0.6666666666666666	500.0	32.28397391192133	-0.017744955413829415	1.9340629577636719
144	-19.187500000000046	0.0	10.0	16.0	0.5333333333333333	500.0	31.24148676410853	-0.02005935983051311	2.01094126701355
145	-16.42500000000007	0.0	12.0	20.0	0.6666666666666666	500.0	52.810893872987556	-0.015853072352436555	1.9901528358459473
146	-7.312499999999966	0.0	10.0	25.0	0.8333333333333334	500.0	47.82071240218286	-0.013101874542956929	1.9461259841918945
147	-7.287499999999954	0.0	8.0	23.0	0.7666666666666667	500.0	50.30189486538201	-0.024250636796423707	1.9359455108642578
148	-8.474999999999964	0.0	2.0	15.0	0.5	500.0	21.13919811326682	-0.022633389222145545	2.0914015769958496
149	2.999999999999984	0.0	4.0	26.0	0.9	500.0	46.285507014567	-0.03410569240601126	1.8968102931976318
150	6.149999999999881	0.0	0.0	24.0	0.8	500.0	36.43728417272116	-0.02655089466863787	1.8679792881011963
151	-17.937500000000053	0.0	10.0	17.0	0.6	500.0	48.95638670721707	-0.012356069700164597	1.9469985961914062
152	-46.38749999999918	0.0	30.0	18.0	0.6	500.0	309.51134741263684	0.011274885610662274	1.969325065612793
153	-15.80000000000008	0.0	14.0	23.0	0.7666666666666667	500.0	32.95665675107506	-0.012629215504455189	1.8940823078155518
154	-5.674999999999936	0.0	2.0	17.0	0.5666666666666667	500.0	36.20398074651195	-0.027799982492829178	2.0287108421325684
155	-1.9625000000000483	0.0	4.0	22.0	0.7333333333333333	500.0	40.58851348165003	-0.024115007087612314	1.8818535804748535
156	3.587500000000075	0.0	0.0	22.0	0.7333333333333333	500.0	40.461087246881654	-0.02224944182965521	1.9426841735839844
157	-9.524999999999997	0.0	12.0	26.0	0.8666666666666667	500.0	54.0797905444565	-0.03242196715051993	1.8645367622375488
158	-8.387500000000104	0.0	12.0	27.0	0.8666666666666667	500.0	61.887556209453635	-0.024534834083087105	1.8351736068725586
159	-34.60000000000002	0.0	22.0	18.0	0.6	500.0	222.17047733515147	0.004690917165405834	1.956789255142212
160	1.4249999999998937	0.0	2.0	23.0	0.7666666666666667	500.0	35.93961817304249	-0.028561882230108963	1.890058994293213
161	1.287499999999781	0.0	4.0	25.0	0.8333333333333334	500.0	44.16485842183715	-0.021915552680264905	1.8091959953308105
162	-4.5499999999999705	0.0	8.0	25.0	0.8333333333333334	500.0	43.40866436511266	-0.02058253383980447	1.9024720191955566
163	-12.687499999999961	0.0	16.0	28.0	0.9333333333333333	500.0	70.70934681918507	-0.008242506826092648	1.8599302768707275
164	-8.80000000000001	0.0	10.0	24.0	0.8	500.0	47.46404414409447	-0.01461258354504541	1.9225101470947266
165	-31.800000000000225	0.0	26.0	25.0	0.8333333333333334	500.0	147.58087623367433	-0.0027694905230345557	1.7962231636047363
166	1.7249999999998118	0.0	2.0	23.0	0.7666666666666667	500.0	29.68865737349968	-0.030500801722646055	1.8275327682495117
167	-2.600000000000172	0.0	4.0	22.0	0.7333333333333333	500.0	50.814603357385295	-0.013148079482515552	1.8804700374603271
168	-22.850000000000254	0.0	16.0	20.0	0.6666666666666666	500.0	60.39903980357606	-0.010527149292507006	1.930837869644165
169	4.312499999999796	0.0	2.0	25.0	0.8333333333333334	500.0	46.29863634246772	-0.024127592335483408	1.7925243377685547
170	1.2750000000000654	0.0	0.0	20.0	0.6666666666666666	500.0	28.740727390904155	-0.016690652255561003	1.9791994094848633
171	-7.787499999999938	0.0	4.0	18.0	0.6333333333333333	500.0	37.5400170932004	-0.007177597773513526	1.9675180912017822
172	0.5875000000000434	0.0	2.0	22.0	0.7333333333333333	500.0	19.013719388913618	-0.014296765430493758	1.8920643329620361
173	-44.125	1.0	30.0	21.0	0.7	500.0	176.07213643233584	-0.008175800474410718	1.8674430847167969
174	-23.15000000000017	0.0	16.0	20.0	0.6666666666666666	500.0	183.32837206139067	-0.021426650497522282	1.9250009059906006
175	-7.799999999999953	0.0	6.0	20.0	0.6666666666666666	500.0	40.375427535354845	-0.0035886939405396063	1.9718470573425293
176	-9.55000000000002	0.0	6.0	19.0	0.6333333333333333	500.0	26.627497876226226	-0.026575945843085678	2.394254446029663
177	-33.737500000000104	0.0	22.0	19.0	0.6333333333333333	500.0	135.86096562547027	-0.021223351612537144	2.3390636444091797
178	-36.41250000000003	0.0	24.0	19.0	0.6666666666666666	500.0	166.60581053153496	-0.010522380964478288	2.4069206714630127
179	0.8124999999998952	0.0	2.0	22.0	0.7333333333333333	500.0	48.14382490824086	-0.010180745466937407	2.332240581512451
180	-19.9250000000002	0.0	12.0	18.0	0.6	500.0	46.72468365144223	-0.0068840029473818025	2.0577645301818848
181	-31.33750000000003	0.0	18.0	16.0	0.5333333333333333	500.0	108.03225555807062	-0.00932260000037914	2.022468090057373
182	-16.575000000000102	0.0	10.0	18.0	0.6	500.0	64.0857370673604	-0.013916201443920773	1.9732739925384521
183	5.574999999999849	0.0	2.0	26.0	0.8666666666666667	500.0	29.92747951882665	-0.023021345959466075	1.8657782077789307
184	-0.8749999999999666	0.0	2.0	21.0	0.7333333333333333	500.0	21.90267257378679	-0.032496034128008916	1.8889272212982178
185	-1.4749999999999561	0.0	4.0	23.0	0.7666666666666667	500.0	21.436330343066025	0.0015270418386291098	1.870213508605957
186	3.7250000000000814	0.0	4.0	27.0	0.9	500.0	25.82592208706846	-0.0012003142534134773	1.8590974807739258
187	5.587499999999957	0.0	2.0	26.0	0.8666666666666667	500.0	30.044949091592272	-0.02347777482679589	1.855400800704956
188	-7.962499999999974	0.0	10.0	25.0	0.8333333333333334	500.0	54.06204189042817	-0.02426836148379411	1.841876745223999
189	0.5625000000000304	1.0	2.0	23.0	0.7666666666666667	500.0	34.760694204243045	-0.023763089193361675	1.9623329639434814
190	-32.72499999999993	1.0	24.0	23.0	0.7666666666666667	500.0	116.32912876420754	-0.006328631397594806	1.8277842998504639
191	-19.97500000000014	1.0	18.0	26.0	0.8666666666666667	500.0	84.79616073632099	-0.011085701142994616	1.9338912963867188
192	-0.20000000000016932	0.0	4.0	24.0	0.8	500.0	46.86729963250278	-0.025978137510481277	1.795656442642212
193	-3.600000000000038	1.0	6.0	25.0	0.8333333333333334	500.0	43.88815569799527	-0.0427627537813321	1.797114372253418
194	1.0250000000000679	1.0	4.0	26.0	0.8666666666666667	500.0	27.74954017014797	-0.030673255527864825	1.834775447845459
195	-0.2875000000000934	0.0	6.0	26.0	0.8666666666666667	500.0	49.17752359407968	-0.03655450072974576	1.8228180408477783
196	-24.337500000000063	0.0	22.0	26.0	0.8666666666666667	500.0	126.33787400056434	-0.004210480206967794	1.8139498233795166
197	-43.47499999999987	0.0	32.0	23.0	0.7666666666666667	500.0	139.19776382297766	-0.015972102165756993	1.8221592903137207
198	-3.0375000000000636	0.0	6.0	24.0	0.8	500.0	42.59549449431757	-0.021230896412126585	1.813154697418213
199	-2.450000000000021	0.0	8.0	27.0	0.9	500.0	63.31438418249156	-0.01751795829046494	1.8399412631988525
200	8.049999999999768	0.0	2.0	28.0	0.9333333333333333	500.0	52.192117813103835	-0.02242963506381094	2.045494556427002
201	-5.962500000000126	0.0	8.0	24.0	0.8666666666666667	500.0	51.36583919242932	-0.030154058908054282	1.744856357574463
202	-23.78750000000028	0.0	18.0	22.0	0.7333333333333333	500.0	92.2281152304868	-0.02414822015988223	1.872575044631958
203	11.174999999999711	0.0	0.0	28.0	0.9333333333333333	500.0	39.13845286816594	-0.02536520400813224	1.721813440322876
204	-8.475000000000136	0.0	8.0	22.0	0.7333333333333333	500.0	61.08660256007068	-0.004457120363363458	1.812920331954956
205	1.3999999999998651	0.0	4.0	25.0	0.8333333333333334	500.0	46.2263467951871	-0.028205753863919755	1.751046895980835
206	3.3124999999998055	0.0	0.0	22.0	0.7333333333333333	500.0	24.56279306508798	-0.02717187414967391	1.7824342250823975
207	5.3749999999998	0.0	2.0	26.0	0.8666666666666667	500.0	29.640735000802277	-0.03156865955892164	2.0699522495269775
208	-0.5500000000000755	0.0	6.0	26.0	0.8666666666666667	500.0	25.82825082529457	-0.016388671965359397	2.2275197505950928
209	-4.56249999999997	2.0	0.0	18.0	0.6	500.0	28.24608530628201	-0.025356297859559312	2.48368501663208
210	-10.712500000000041	0.0	12.0	25.0	0.8333333333333334	500.0	46.06237488977733	-0.005450105104496579	2.232534646987915
211	-0.5500000000000642	0.0	2.0	21.0	0.7	500.0	14.776929714502726	-0.03292295386219938	1.920508861541748
212	8.462499999999675	0.0	0.0	26.0	0.8666666666666667	500.0	28.871514503255035	-0.03238190689849877	1.714432716369629
213	0.3624999999999207	1.0	2.0	23.0	0.7666666666666667	500.0	29.741894458215665	-0.02406531695788722	1.80479097366333
214	9.924999999999699	0.0	0.0	27.0	0.9	500.0	23.50722886754242	-0.03625023920853145	1.6953330039978027
215	-3.9374999999999307	0.0	4.0	21.0	0.7	500.0	22.706410645118325	-0.03279747401792052	1.971421718597412
216	4.24999999999987	0.0	2.0	25.0	0.8333333333333334	500.0	26.8993069273574	-0.05365029886538446	1.790633201599121
217	-1.8499999999999268	0.0	0.0	18.0	0.6	500.0	15.659519266337979	-0.017496007855662243	1.9369843006134033
218	8.449999999999768	0.0	0.0	26.0	0.8666666666666667	500.0	22.790359549968116	-0.034679669511615704	1.8165688514709473
219	-1.8875000000000366	0.0	6.0	25.0	0.8333333333333334	500.0	31.184066810839443	-0.013278824390474234	1.7530107498168945
220	7.274999999999782	0.0	0.0	25.0	0.8666666666666667	500.0	21.634334204784814	-0.02506830627689705	1.7974154949188232
221	1.3749999999999325	0.0	4.0	25.0	0.8333333333333334	500.0	30.487619006683126	-0.026339712793941462	1.7530441284179688
222	5.837499999999769	0.0	0.0	24.0	0.8333333333333334	500.0	27.56423117801059	-0.014321826673989495	1.7408671379089355
223	0.6249999999998321	0.0	6.0	27.0	0.9	500.0	26.71097402315973	-0.029773266630762674	1.7525689601898193
224	4.324999999999799	0.0	2.0	25.0	0.8333333333333334	500.0	33.897462888738154	-0.03420830319277832	1.7540576457977295
