epoch	reward_evader	n_collisions_evaders_with_obstacles	n_collisions_evaders_with_pursuers	n_collisions_evaders_with_evaders	capture_rate	episode_length	loss_value_evader	loss_policy_evader	epoch_time_s
210	-34.733134075216284	0.0	30.0	1.0	1.0	117.5	12.887360422123223	-0.007601036884013303	1.6838808059692383
211	-35.091438392401805	0.0	30.0	2.0	1.0	130.66666666666666	686.9109040391704	0.04383828917341827	1.7887425422668457
212	-5.271001372732122	0.0	29.0	0.0	0.9666666666666667	500.0	9.180509752076796	-0.0671689240969941	1.4820032119750977
213	-29.753318405734525	0.0	30.0	0.0	1.0	209.5	15.941873704232318	0.07648518151707367	1.638564109802246
214	-36.776074017577805	0.0	30.0	2.6666666666666665	1.0	104.33333333333333	16.889780146946226	0.04748432568904031	1.8014709949493408
215	-36.927745761617466	0.0	30.0	2.6666666666666665	1.0	88.66666666666667	205.714019134846	0.10212884386934827	1.7041516304016113
216	-36.93342102437353	0.0	30.0	0.0	1.0	60.0	10.600038959874754	0.14543556740237132	1.5683720111846924
217	-18.374910112620874	0.0	30.0	4.0	1.0	479.0	18.229372349246425	-0.16346277200956166	1.5745739936828613
218	-30.794198718120533	0.0	30.0	0.0	1.0	86.0	5.997775531559115	-0.0068457403363434205	1.5859415531158447
219	-36.282974475253155	0.0	30.0	0.0	1.0	71.0	10.087774104022516	-0.0204133868430095	1.6207895278930664
220	-26.740439799047657	0.0	30.0	0.0	1.0	268.0	7.300653558923043	-0.07798773773025235	1.5844101905822754
221	-34.861834828471956	0.0	30.0	1.0	1.0	115.25	8.460622620300182	0.03449203880534541	1.7851760387420654
222	-35.43359320199867	0.0	30.0	1.5	1.0	112.5	12.78342448403497	0.03260316080851166	1.8277149200439453
